ean,product_id,manufacturer,article_type,provider,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
2000000977140,614372,Pirelli,Reifen,provider 17,245,35,R,19,93,W,Winter Sottozero 3 XL DOT18 3PMSF,,,,,,,
2000001046258,9423651,Continental,Reifen,provider 17,255,50,R,20,109,H,CrossContact LX Sport XL M+S FR BSW DOT20,,,,,,,
2000001059999,9423582,Goodyear,Reifen,provider 17,295,40,R,20,110,V,Ultragrip Performance + XL DOT20,,,,,,,
2000001061619,9423642,Kormoran,Reifen,provider 17,205,70,R,15,106/104,S,Vanpro B2 DOT21,,,,,,,
2000001063545,9422900,Michelin,Reifen,provider 17,275,40,R,20,102,Y,Pilot Sport 4 DOT21 ZP,,,,,,,
2000026657101,633696,Mitas,Reifen,provider 17,90,100,-,21,57,M,Terra Force-MX MH (TT) MEDIUM/HARD,,,,,,,
2072510297155,537393,Hilo,Reifen,provider 17,205,70,R,15,96,T,Genesys XP1 WSW,,,,,,,
2072510299036,1605065,Hilo,Reifen,provider 17,265,70,R,16,115,H,Sport XV1 XL,,,,,,,
2072510306512,611095,Annaite,Reifen,provider 17,265,75,R,16,116,H,AN616 ,,,,,,,
2851628610342,623729,Three-A,Reifen,provider 17,305,45,R,22,118,W,P606 XL,,,,,,,
2851628610502,362467,Three-A,Reifen,provider 17,255,50,R,19,103,V,Ecosaver ,,,,,,,
2851628612025,627185,Three-A,Reifen,provider 17,245,50,R,20,102,V,Ecowinged ,,,,,,,
2851628650195,362392,Three-A,Reifen,provider 17,205,40,R,17,84,W,P606 XL,,,,,,,
2851628652946,362317,Three-A,Reifen,provider 17,175,70,R,14,88,H,P306 XL,,,,,,,
2851628653097,362349,Three-A,Reifen,provider 17,195,60,R,16,89,H,P306 ,,,,,,,
2900000596092,473368,Security,Reifen,provider 17,7.5,0,R,16,112/110L,L,ML 814 4X4,,,,,,,
3000000040379,301107,Michelin,Reifen,provider 17,6.4,0,R,13,87,S,ZX Oldtimer (TT),,,,,,,
3000000040386,301092,Michelin,Reifen,provider 17,125,80,R,15,68,S,X Oldtimer ,,,,,,,
3000000040393,90046,Michelin,Reifen,provider 17,135,0,R,15,72,S,ZX Oldtimer,,,,,,,
3000000040409,301094,Michelin,Reifen,provider 17,145,80,R,15,78,S,XZX Oldtimer,,,,,,,
3000000040416,301096,Michelin,Reifen,provider 17,165,80,R,15,86,S,XZX Oldtimer,,,,,,,
3000000040447,301098,Michelin,Reifen,provider 17,125,0,R,400,69,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040454,301102,Michelin,Reifen,provider 17,135,0,R,400,73,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040461,301097,Michelin,Reifen,provider 17,145,0,R,400,79,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040478,301108,Michelin,Reifen,provider 17,155,0,R,400,83,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040485,301115,Michelin,Reifen,provider 17,165,0,R,400,87,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040492,301122,Michelin,Reifen,provider 17,185,0,R,400,91,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040508,301124,Michelin,Reifen,provider 17,185,0,R,16,92,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000040515,301110,Michelin,Reifen,provider 17,165,0,R,13,82,H,XAS (TT) Oldtimer,,,,,,,
3000000040539,301131,Michelin,Reifen,provider 17,185,0,R,14,90,H,MXV P Oldtimer,,,,,,,
3000000040553,301118,Michelin,Reifen,provider 17,155,0,R,15,82,H,XAS (TT) Oldtimer,,,,,,,
3000000040584,301127,Michelin,Reifen,provider 17,180,0,R,15,89,H,XAS (TT) Oldtimer,,,,,,,
3000000040591,301137,Michelin,Reifen,provider 17,185,0,R,15,93,H,XVS P ,,,,,,,
3000000040614,301159,Michelin,Reifen,provider 17,205,80,R,14,89,W,XWX Oldtimer ,,,,,,,
3000000040621,301152,Michelin,Reifen,provider 17,205,70,R,14,89,W,XWX Oldtimer ,,,,,,,
3000000040638,301164,Michelin,Reifen,provider 17,215,70,R,14,92,W,XWX Oldtimer ,,,,,,,
3000000040645,301150,Michelin,Reifen,provider 17,185,70,R,15,89,V,XWX Oldtimer ,,,,,,,
3000000040669,301154,Michelin,Reifen,provider 17,205,70,R,15,90,W,XWX Oldtimer ,,,,,,,
3000000040676,301158,Michelin,Reifen,provider 17,215,70,R,15,90,W,XWX Oldtimer ,,,,,,,
3000000040744,301142,Michelin,Reifen,provider 17,200,60,R,390,90,V,TRX Oldtimer,,,,,,,
3000000040751,301146,Michelin,Reifen,provider 17,210,55,R,390,91,V,TRX Oldtimer,,,,,,,
3000000040768,301149,Michelin,Reifen,provider 17,220,55,R,390,88,W,TRX Oldtimer,,,,,,,
3000000040812,301133,Michelin,Reifen,provider 17,150,160,-,40,,,Superconfort Stop S ,,,,,,,
3000000040843,301123,Michelin,Reifen,provider 17,13,0,-,45,,,Double Rivet Oldtimer,,,,,,,
3000000040850,301128,Michelin,Reifen,provider 17,14,0,-,45,,,Double Rivet Oldtimer,,,,,,,
3000000041437,496888,Michelin,Reifen,provider 17,15,16,-,45,,,Double Rivet CLASSIC,,,,,,,
3000000041499,301168,Michelin,Reifen,provider 17,255,45,R,15,93,W,MXW Oldtimer ,,,,,,,
3000000041529,301130,Michelin,Reifen,provider 17,155,0,R,13,78,H,XAS FF FF,,,,,,,
3000000041895,301147,Michelin,Reifen,provider 17,5.25,6,-,19,,,Double Rivet Oldtimer,,,,,,,
3000000042151,301135,Michelin,Reifen,provider 17,4.75,5.25,-,18,,,Double Rivet Oldtimer,,,,,,,
3000000042281,301121,Michelin,Reifen,provider 17,7.25,0,R,13,90,S,X Oldtimer Oldtimer (TT),,,,,,,
3000000043424,301139,Michelin,Reifen,provider 17,190,65,R,390,89,H,TRX Oldtimer,,,,,,,
3000000044841,301132,Michelin,Reifen,provider 17,165,0,R,13,82,H,XAS FF (TT) Oldtimer,,,,,,,
3000000046128,301163,Michelin,Reifen,provider 17,225,70,R,15,92,W,XWX Oldtimer ,,,,,,,
3000000046166,497960,Michelin,Reifen,provider 17,5.5,6,-,21,,,Double Rivet CLASSIC Oldtimer,,,,,,,
3000000052594,301119,Michelin,Reifen,provider 17,5.5,0,R,16,84,H,X Oldtimer Oldtimer (TT),,,,,,,
3000000052747,301136,Michelin,Reifen,provider 17,155,0,R,15,82,H,XAS FF (TT) Oldtimer,,,,,,,
3000000053379,301138,Michelin,Reifen,provider 17,185,0,R,15,93,V,XVS Oldtimer ,,,,,,,
3000000074060,403771,Michelin,Reifen,provider 17,245,45,R,16,,Z,SX MXX 3 Oldtimer,,,,,,,
3000000083802,301106,Michelin,Reifen,provider 17,175,0,R,14,88,H,XAS Oldtimer,,,,,,,
3188642005830,4597,Dunlop,Reifen,provider 17,2.75,0,-,18,42,S,K82 (TT),,,,,,,
3188642005915,7757,Dunlop,Reifen,provider 17,3,0,-,18,47,S,K82 (TT),,,,,,,
3188642006318,8243,Dunlop,Reifen,provider 17,4.6,0,-,16,59,S,K82 (TT),,,,,,,
3188642006899,1036,Dunlop,Reifen,provider 17,130,80,-,17,65,T,Trailmax ,,,,,,,
3188642006943,7850,Dunlop,Reifen,provider 17,3.5,0,-,18,56,S,K82 (TT),,,,,,,
3188642008428,53361,Dunlop,Reifen,provider 17,110,80,-,18,58,S,Trailmax (TT),,,,,,,
3188642008442,844,Dunlop,Reifen,provider 17,120,90,-,18,65,T,Trailmax (TT),,,,,,,
3188642008497,300383,Dunlop,Reifen,provider 17,80,90,-,21,48,S,Trailmax (TT),,,,,,,
3188642010865,158,Dunlop,Reifen,provider 17,100,90,-,19,57,T,Trailmax (TT),,,,,,,
3188642010957,300359,Dunlop,Reifen,provider 17,140,80,-,17,69,H,Trailmax (TT),,,,,,,
3188642014979,7800,Dunlop,Reifen,provider 17,3.25,0,-,18,52,S,K82 (TT),,,,,,,
3188642015440,8232,Dunlop,Reifen,provider 17,4.1,0,-,19,61,H,K81/TT100 (TT),,,,,,,
3188642015709,780,Dunlop,Reifen,provider 17,120,90,-,10,57,J,Trailmax ,,,,,,,
3188642015730,1079,Dunlop,Reifen,provider 17,130,90,-,10,61,J,Trailmax ,,,,,,,
3188642031105,56852,Dunlop,Reifen,provider 17,4,0,-,18,64,S,K70 (TT),,,,,,,
3188642031174,56851,Dunlop,Reifen,provider 17,3.25,0,-,19,54,P,K70 (TT),,,,,,,
3188642031181,56850,Dunlop,Reifen,provider 17,3.5,0,-,19,57,P,K70 (TT),,,,,,,
3188642035011,403,Dunlop,Reifen,provider 17,110,90,-,18,61,V,F20 WLT,,,,,,,
3188642037374,8520,Dunlop,Reifen,provider 17,90,100,-,19,55,P,K460 (TT),,,,,,,
3188642037381,789,Dunlop,Reifen,provider 17,120,90,-,16,63,P,K460 (TT),,,,,,,
3188642038623,1661,Dunlop,Reifen,provider 17,150,90,-,15,74,V,K525 WLT,,,,,,,
3188642038777,1318,Dunlop,Reifen,provider 17,140,80,-,15,67,H,K555 J,,,,,,,
3188642056122,363813,Dunlop,Reifen,provider 17,3.6,0,D,19,52,H,K81/TT100 (TT),,,,,,,
3188642056139,300392,Dunlop,Reifen,provider 17,4.25,85,-,18,64,H,K81/TT100 (TT),,,,,,,
3188642201294,1913,Dunlop,Reifen,provider 17,160,80,-,15,74,V,K425 ,,,,,,,
3188642247421,1018,Dunlop,Reifen,provider 17,130,80,-,17,65,P,D602 ,,,,,,,
3188642247445,87,Dunlop,Reifen,provider 17,100,90,-,18,56,P,D602 ,,,,,,,
3188642250933,1608,Dunlop,Reifen,provider 17,150,80,-,15,70,V,K555 ,,,,,,,
3188642250957,751,Dunlop,Reifen,provider 17,120,80,-,17,61,V,K555 ,,,,,,,
3188642288868,808,Dunlop,Reifen,provider 17,120,90,-,17,64,S,Trailmax (TT),,,,,,,
3188642311580,8456,Dunlop,Reifen,provider 17,80,90,-,21,48,H,D404 (TT),,,,,,,
3188642332646,1111,Dunlop,Reifen,provider 17,130,90,-,16,67,H,D404 (TT) G,,,,,,,
3188642340955,132,Dunlop,Reifen,provider 17,100,90,-,19,57,H,D404 ,,,,,,,
3188642340962,57852,Dunlop,Reifen,provider 17,3,0,-,19,49,S,D404 (TT),,,,,,,
3188642340979,57851,Dunlop,Reifen,provider 17,3,0,-,18,47,P,D404 (TT),,,,,,,
3188642341006,57692,Dunlop,Reifen,provider 17,140,90,-,15,70,H,D404 ,,,,,,,
3188642341532,2322,Dunlop,Reifen,provider 17,170,80,-,15,77,S,D404 (TT) J,,,,,,,
3188642341549,1083,Dunlop,Reifen,provider 17,130,90,-,15,66,P,D404 (TT),,,,,,,
3188642366627,8535,Dunlop,Reifen,provider 17,90,90,-,17,49,P,D404 (TT),,,,,,,
3188642391339,367,Dunlop,Reifen,provider 17,110,90,-,16,59,P,D404 (TT),,,,,,,
3188642394972,35,Dunlop,Reifen,provider 17,100,80,-,16,50,P,D451 ,,,,,,,
3188649804139,78271,Dunlop,Reifen,provider 17,275,40,R,18,99,Y,SP Sport Maxx GT MFS ROF *,,,,,,,
3188649804320,78218,Dunlop,Reifen,provider 17,200,50,R,18,76,V,D407 (HARLEY-D),,,,,,,
3188649804368,78232,Dunlop,Reifen,provider 17,80,90,-,21,54,V,GT 502 (HARLEY-D),,,,,,,
3188649804573,78316,Dunlop,Reifen,provider 17,265,40,R,20,104,V,SP Winter Sport 3D AO MFS XL 3PMSF,,,,,,,
3188649804979,78259,Dunlop,Reifen,provider 17,185,55,R,16,83,V,SP Sport Fastresponse ,,,,,,,
3188649805143,81408,Dunlop,Reifen,provider 17,265,45,R,20,108,Y,SP Sport Maxx GT B MFS XL,,,,,,,
3188649805389,81441,Dunlop,Reifen,provider 17,275,45,R,20,110,V,SP Winter Sport 3D N0 3PMSF MFS XL,,,,,,,
3188649805457,78273,Dunlop,Reifen,provider 17,275,30,R,20,97,Y,SP Sport Maxx GT MFS ROF * XL,,,,,,,
3188649805662,83770,Dunlop,Reifen,provider 17,100,80,-,14,48,P,TT900 GP (TT),,,,,,,
3188649805679,83757,Dunlop,Reifen,provider 17,120,80,-,14,58,P,TT900 GP (TT),,,,,,,
3188649806539,86964,Dunlop,Reifen,provider 17,225,60,R,17,99,H,SP Winter Sport 3D MFS * 3PMSF M+S,,,,,,,
3188649806546,90418,Dunlop,Reifen,provider 17,225,60,R,17,99,H,SP Winter Sport 3D * ROF 3PMSF M+S,,,,,,,
3188649806959,83742,Dunlop,Reifen,provider 17,275,35,R,21,(103Y) (Z),Y,SP Sport Maxx GT MFS RO1 XL,,,,,,,
3188649807048,81278,Dunlop,Reifen,provider 17,70,100,-,19,42,P,D605 (TT),,,,,,,
3188649807055,81279,Dunlop,Reifen,provider 17,90,100,-,16,51,P,D605 (TT),,,,,,,
3188649808793,96045,Dunlop,Reifen,provider 17,255,40,R,18,99,V,SP Winter Sport 4D MO MFS XL M+S 3PMSF,,,,,,,
3188649808854,88795,Dunlop,Reifen,provider 17,265,35,R,20,99,V,SP Winter Sport 3D AO MFS XL M+S 3PMSF,,,,,,,
3188649808861,85033,Dunlop,Reifen,provider 17,235,45,R,19,99,V,SP Winter Sport 3D AO MFS XL 3PMSF M+S,,,,,,,
3188649809226,89701,Dunlop,Reifen,provider 17,205,55,R,16,91,H,SP Winter Sport 3D MOE ROF 3PMSF M+S,,,,,,,
3188649809271,84568,Dunlop,Reifen,provider 17,235,55,R,17,99,H,SP Winter Sport 3D AO 3PMSF,,,,,,,
3188649809714,85032,Dunlop,Reifen,provider 17,215,40,R,17,87,V,SP Winter Sport 3D AO MFS XL M+S 3PMSF,,,,,,,
3188649809738,86963,Dunlop,Reifen,provider 17,225,50,R,18,99,H,SP Winter Sport 3D AO 3PMSF XL,,,,,,,
3188649809967,85027,Dunlop,Reifen,provider 17,225,60,R,17,99,V,SP Sport Maxx TT *,,,,,,,
3188649809974,85028,Dunlop,Reifen,provider 17,225,60,R,17,99,V,SP Sport Maxx TT MFS *,,,,,,,
3188649810161,88766,Dunlop,Reifen,provider 17,225,45,R,17,91,W,SP Sport Fastresponse MOE ROF,,,,,,,
3188649810314,95365,Dunlop,Reifen,provider 17,120,60,R,17,(55W) (Z),W,Sportmax Roadsmart II ,,,,,,,
3188649810321,95354,Dunlop,Reifen,provider 17,120,70,R,17,(58W) (Z),W,Sportmax Roadsmart II G,,,,,,,
3188649810352,95363,Dunlop,Reifen,provider 17,160,60,R,17,(69W) (Z),W,Sportmax Roadsmart II ,,,,,,,
3188649810383,95355,Dunlop,Reifen,provider 17,180,55,R,17,(73W) (Z),W,Sportmax Roadsmart II ,,,,,,,
3188649810390,95358,Dunlop,Reifen,provider 17,190,50,R,17,(73W) (Z),W,Sportmax Roadsmart II ,,,,,,,
3188649811113,95378,Dunlop,Reifen,provider 17,235,45,R,18,94 (Z),Y,SP Sport Maxx GT NO MFS,,,,,,,
3188649811120,91154,Dunlop,Reifen,provider 17,215,60,R,17,96,H,SP Winter Sport 3D AO 3PMSF M+S,,,,,,,
3188649811151,91946,Dunlop,Reifen,provider 17,175,65,R,15,84,H,SP Sport Fastresponse ,,,,,,,
3188649811199,95381,Dunlop,Reifen,provider 17,235,55,R,17,103 (Z),W,SP Sport Maxx TT XL,,,,,,,
3188649811205,99240,Dunlop,Reifen,provider 17,205,55,R,17,91,V,SP Sport Fastresponse *,,,,,,,
3188649811328,90979,Dunlop,Reifen,provider 17,195,65,R,15,91,T,SP Sport Fastresponse MO,,,,,,,
3188649811342,92855,Dunlop,Reifen,provider 17,205,55,R,16,91,H,SP Winter Sport 3D * 3PMSF M+S,,,,,,,
3188649811373,91977,Goodyear,Reifen,provider 17,205,55,R,16,91,H,Ultra Grip Performance 2 * ROF 3PMSF M+S,,,,,,,
3188649811380,92097,Dunlop,Reifen,provider 17,195,55,R,16,87,V,SP Sport Maxx TT MFS * ROF,,,,,,,
3188649811403,96344,Dunlop,Reifen,provider 17,225,45,R,17,91,W,SP Sport Maxx TT MFS * ROF,,,,,,,
3188649811441,96051,Dunlop,Reifen,provider 17,205,55,R,16,91,W,SP Sport Maxx TT *,,,,,,,
3188649811571,99236,Dunlop,Reifen,provider 17,225,55,R,16,95,H,SP Winter Sport 4D MFS * 3PMSF M+S,,,,,,,
3188649812318,99831,Dunlop,Reifen,provider 17,110,90,-,13,56,P,Scootsmart ,,,,,,,
3188649812325,103023,Dunlop,Reifen,provider 17,120,70,-,13,53,P,Scootsmart ,,,,,,,
3188649812349,103016,Dunlop,Reifen,provider 17,130,60,-,13,53,P,Scootsmart ,,,,,,,
3188649812356,103004,Dunlop,Reifen,provider 17,130,60,-,13,60,P,Scootsmart REINF.,,,,,,,
3188649812387,102967,Dunlop,Reifen,provider 17,140,60,-,13,57,P,Scootsmart ,,,,,,,
3188649812394,102968,Dunlop,Reifen,provider 17,140,60,-,13,63,S,Scootsmart REINF.,,,,,,,
3188649812400,99828,Dunlop,Reifen,provider 17,150,70,-,13,64,S,Scootsmart ,,,,,,,
3188649812424,99833,Dunlop,Reifen,provider 17,120,80,-,14,58,S,Scootsmart ,,,,,,,
3188649812431,103020,Dunlop,Reifen,provider 17,120,70,-,14,55,S,Scootsmart ,,,,,,,
3188649812448,103022,Dunlop,Reifen,provider 17,140,60,-,14,64,S,Scootsmart REINF.,,,,,,,
3188649812455,103005,Dunlop,Reifen,provider 17,140,70,-,14,68,S,Scootsmart REINF.,,,,,,,
3188649812462,99832,Dunlop,Reifen,provider 17,150,70,-,14,66,S,Scootsmart ,,,,,,,
3188649812479,103021,Dunlop,Reifen,provider 17,160,60,R,14,65,H,Scootsmart ,,,,,,,
3188649812493,99829,Dunlop,Reifen,provider 17,120,70,R,15,56,H,Scootsmart ,,,,,,,
3188649812509,99836,Dunlop,Reifen,provider 17,160,60,R,15,67,H,Scootsmart ,,,,,,,
3188649812516,99834,Dunlop,Reifen,provider 17,110,70,-,16,52,S,Scootsmart ,,,,,,,
3188649812530,99837,Dunlop,Reifen,provider 17,140,70,-,16,65,S,Scootsmart ,,,,,,,
3188649812707,95375,Dunlop,Reifen,provider 17,255,40,R,19,100,Y,SP Quattromaxx MFS RO1 XL,,,,,,,
3188649813056,176145,Dunlop,Reifen,provider 17,265,45,R,20,104,Y,SP Sport Maxx GT MFS MO,,,,,,,
3188649813278,90359,Dunlop,Reifen,provider 17,150,80,B,16,71,H,D401 ELITE WWW (HARLEY-D),,,,,,,
3188649813285,90358,Dunlop,Reifen,provider 17,100,90,-,19,57,H,D401 ELITE WWW (HARLEY-D),,,,,,,
3188649813599,99242,Dunlop,Reifen,provider 17,185,75,R,16,104/102,R,Econodrive ,,,,,,,
3188649813636,99229,Dunlop,Reifen,provider 17,195,65,R,16,104/102,R,Econodrive ,,,,,,,
3188649813674,100291,Dunlop,Reifen,provider 17,195,65,R,16,104/102,T,Econodrive ,,,,,,,
3188649813704,99245,Dunlop,Reifen,provider 17,195,75,R,16,107/105,R,Econodrive ,,,,,,,
3188649813735,98638,Dunlop,Reifen,provider 17,205,65,R,16,107/105,T,Econodrive ,,,,,,,
3188649813742,100288,Dunlop,Reifen,provider 17,205,70,R,15,106/104,R,Econodrive ,,,,,,,
3188649813766,100286,Dunlop,Reifen,provider 17,205,75,R,16,113/111,R,Econodrive LT ,,,,,,,
3188649813773,99246,Dunlop,Reifen,provider 17,215,65,R,16,106 (102H),T,Econodrive ,,,,,,,
3188649813780,99231,Dunlop,Reifen,provider 17,215,65,R,16,109/107,T,Econodrive ,,,,,,,
3188649813803,100292,Dunlop,Reifen,provider 17,215,75,R,16,113/111,R,Econodrive ,,,,,,,
3188649813810,100293,Dunlop,Reifen,provider 17,215,75,R,16,116/114,R,Econodrive LT ,,,,,,,
3188649813827,100289,Dunlop,Reifen,provider 17,225,65,R,16,112/110,R,Econodrive ,,,,,,,
3188649813834,99241,Dunlop,Reifen,provider 17,225,70,R,15,112/110,R,Econodrive ,,,,,,,
3188649813841,99233,Dunlop,Reifen,provider 17,225,70,R,15,112/110,S,Econodrive ,,,,,,,
3188649813858,99232,Dunlop,Reifen,provider 17,235,65,R,16,115/113,R,Econodrive ,,,,,,,
3188649814015,90374,Dunlop,Reifen,provider 17,90,90,-,21,54,R,Geomax Enduro S (TT),,,,,,,
3188649814145,102932,Dunlop,Reifen,provider 17,110,90,-,16,59,V,Arrowmax Streetsmart ,,,,,,,
3188649814152,102783,Dunlop,Reifen,provider 17,120,80,-,16,60,V,Arrowmax Streetsmart ,,,,,,,
3188649814176,102992,Dunlop,Reifen,provider 17,130,90,-,16,67,V,Arrowmax Streetsmart ,,,,,,,
3188649814213,102899,Dunlop,Reifen,provider 17,110,80,-,17,57,S,Arrowmax Streetsmart ,,,,,,,
3188649814220,102931,Dunlop,Reifen,provider 17,110,80,-,17,57,V,Arrowmax Streetsmart ,,,,,,,
3188649814275,102994,Dunlop,Reifen,provider 17,130,80,-,17,65,H,Arrowmax Streetsmart ,,,,,,,
3188649814305,102955,Dunlop,Reifen,provider 17,140,80,-,17,69,V,Arrowmax Streetsmart ,,,,,,,
3188649814329,102953,Dunlop,Reifen,provider 17,150,70,B,17,69,V,Arrowmax Streetsmart ,,,,,,,
3188649814336,102954,Dunlop,Reifen,provider 17,160,70,B,17,73,V,Arrowmax Streetsmart ,,,,,,,
3188649814367,102982,Dunlop,Reifen,provider 17,100,90,-,18,56,V,Arrowmax Streetsmart ,,,,,,,
3188649814374,102948,Dunlop,Reifen,provider 17,110,80,-,18,58,V,Arrowmax Streetsmart ,,,,,,,
3188649814398,102785,Dunlop,Reifen,provider 17,110,90,-,18,61,V,Arrowmax Streetsmart ,,,,,,,
3188649814411,102937,Dunlop,Reifen,provider 17,120,90,-,18,65,V,Arrowmax Streetsmart ,,,,,,,
3188649814435,102788,Dunlop,Reifen,provider 17,130,80,-,18,66,V,Arrowmax Streetsmart ,,,,,,,
3188649814459,102786,Dunlop,Reifen,provider 17,100,90,-,19,57,V,Arrowmax Streetsmart ,,,,,,,
3188649814473,102787,Dunlop,Reifen,provider 17,90,90,-,19,52,H,Arrowmax Streetsmart ,,,,,,,
3188649814619,95377,Dunlop,Reifen,provider 17,255,35,R,20,97,W,SP Winter Sport 3D AO MFS XL M+S 3PMSF,,,,,,,
3188649814633,91944,Dunlop,Reifen,provider 17,235,55,R,17,99,V,SP Sport 01 ,,,,,,,
3188649815111,97933,Dunlop,Reifen,provider 17,235,55,R,18,100,H,SP Winter Sport 3D AO MFS 3PMSF M+S,,,,,,,
3188649815197,109520,Dunlop,Reifen,provider 17,245,50,R,18,104,V,SP Winter Sport 4D MOE ROF XL 3PMSF M+S,,,,,,,
3188649815203,96354,Dunlop,Reifen,provider 17,225,50,R,17,94,H,SP Winter Sport 4D MFS * ROF M+S 3PMSF,,,,,,,
3188649815227,97946,Dunlop,Reifen,provider 17,225,45,R,17,91,Y,SP Sport Maxx TT MO MFS,,,,,,,
3188649815289,96033,Dunlop,Reifen,provider 17,255,45,R,20,105,V,SP Winter Sport 3D MO MFS XL M+S 3PMSF,,,,,,,
3188649815609,96059,Dunlop,Reifen,provider 17,205,50,R,16,87,W,Sport Maxx RT MFS,,,,,,,
3188649815623,96057,Dunlop,Reifen,provider 17,205,55,R,16,91,Y,Sport Maxx RT MFS,,,,,,,
3188649815753,100305,Dunlop,Reifen,provider 17,225,55,R,16,99,Y,Sport Maxx RT MFS XL,,,,,,,
3188649816330,102853,Dunlop,Reifen,provider 17,100,80,-,10,53,L,Scootsmart ,,,,,,,
3188649816347,102860,Dunlop,Reifen,provider 17,100,90,-,10,56,J,Scootsmart ,,,,,,,
3188649816354,102861,Dunlop,Reifen,provider 17,100,90,-,10,61,J,Scootsmart ,,,,,,,
3188649816361,102859,Dunlop,Reifen,provider 17,120,70,-,10,54,L,Scootsmart ,,,,,,,
3188649816378,102819,Dunlop,Reifen,provider 17,120,90,-,10,57,L,Scootsmart ,,,,,,,
3188649816385,102821,Dunlop,Reifen,provider 17,120,90,-,10,66,L,Scootsmart ,,,,,,,
3188649816392,102818,Dunlop,Reifen,provider 17,130,70,-,10,62,J,Scootsmart ,,,,,,,
3188649816408,102822,Dunlop,Reifen,provider 17,130,90,-,10,61,L,Scootsmart ,,,,,,,
3188649816415,102856,Dunlop,Reifen,provider 17,3,0,-,10,42,J,Scootsmart ,,,,,,,
3188649816422,102823,Dunlop,Reifen,provider 17,3,0,-,10,50,J,Scootsmart ,,,,,,,
