ean,product_id,manufacturer,article_type,source_file,tyre_width,tyre_aspect_ratio,tyre_construction,tyre_diameter,tyre_load_index,tyre_speed_index,tyre_tread,tyre_tt_tl,provider,rim_width,rim_diameter,rim_offset,rim_color,rim_load_index,rim_speed_index
3286341809411,ART019292,FIRESTONE,REIFEN,03.csv,,215,,16,93,H,,,03,,,,,,
3286341830316,ART017974,BRIDGESTONE,REIFEN,03.csv,,255,,20,92,Y,,,03,,,,,,
3286341832617,ART015023,FIRESTONE,REIFEN,03.csv,,195,,16,104,T,,,03,,,,,,
3286341833218,ART015026,FIRESTONE,REIFEN,03.csv,,215,,16,113,R,,,03,,,,,,
3286341833317,ART015027,FIRESTONE,REIFEN,03.csv,,195,,16,107,R,,,03,,,,,,
3286341833416,ART015028,FIRESTONE,REIFEN,03.csv,,205,,16,110,R,,,03,,,,,,
3286341833515,ART015029,FIRESTONE,REIFEN,03.csv,,215,,15,109,R,,,03,,,,,,
3286341833713,ART015030,FIRESTONE,REIFEN,03.csv,,195,,15,104,R,,,03,,,,,,
3286341858112,ART017976,BRIDGESTONE,REIFEN,03.csv,,255,,19,103,T,,,03,,,,,,
3286341866810,ART017978,BRIDGESTONE,REIFEN,03.csv,,235,,18,94,W,,,03,,,,,,
3286341873313,ART014978,BRIDGESTONE,REIFEN,03.csv,,215,,18,92,V,,,03,,,,,,
3286341889918,ART039751,BRIDGESTONE,REIFEN,03.csv,,265,,16,112,R,,,03,,,,,,
3286341890013,ART019213,BRIDGESTONE,REIFEN,03.csv,,265,,17,112,R,,,03,,,,,,
3286341890112,ART039752,BRIDGESTONE,REIFEN,03.csv,,265,,18,110,R,,,03,,,,,,
3286341891218,ART019214,BRIDGESTONE,REIFEN,03.csv,,225,,18,100,S,,,03,,,,,,
3286341894813,ART039788,BRIDGESTONE,REIFEN,03.csv,,275,,16,114,R,,,03,,,,,,
3286341895315,ART019218,BRIDGESTONE,REIFEN,03.csv,,225,,16,103,S,,,03,,,,,,
3286341895612,ART019220,BRIDGESTONE,REIFEN,03.csv,,285,,20,116,T,,,03,,,,,,
3286341895711,ART039794,BRIDGESTONE,REIFEN,03.csv,,265,,15,112,R,,,03,,,,,,
3286341896718,ART039804,BRIDGESTONE,REIFEN,03.csv,,285,,18,116,R,,,03,,,,,,
3286341923612,ART017982,BRIDGESTONE,REIFEN,03.csv,,205,,16,92,H,,,03,,,,,,
3286341925814,ART016531,BRIDGESTONE,REIFEN,03.csv,,215,,19,93,T,,,03,,,,,,
3286341935516,ART042211,BRIDGESTONE,REIFEN,03.csv,,215,,18,89,Y,,,03,,,,,,
3286341936216,ART019295,FIRESTONE,REIFEN,03.csv,,195,,15,86,H,,,03,,,,,,
3286341936513,ART019298,FIRESTONE,REIFEN,03.csv,,225,,19,96,V,,,03,,,,,,
3286341937817,ART019448,BRIDGESTONE,REIFEN,03.csv,,175,,15,88,H,,,03,,,,,,
3286341937916,ART019449,BRIDGESTONE,REIFEN,03.csv,,185,,15,86,H,,,03,,,,,,
3286341938111,ART019451,BRIDGESTONE,REIFEN,03.csv,,185,,15,88,V,,,03,,,,,,
3286341938210,ART019452,BRIDGESTONE,REIFEN,03.csv,,185,,15,92,V,,,03,,,,,,
3286341938517,ART019454,BRIDGESTONE,REIFEN,03.csv,,195,,15,82,V,,,03,,,,,,
3286341938913,ART019458,BRIDGESTONE,REIFEN,03.csv,,195,,15,92,V,,,03,,,,,,
3286341939316,ART019461,BRIDGESTONE,REIFEN,03.csv,,195,,15,95,V,,,03,,,,,,
3286341940312,ART019469,BRIDGESTONE,REIFEN,03.csv,,205,,15,99,V,,,03,,,,,,
3286341954616,ART039820,BRIDGESTONE,REIFEN,03.csv,,205,,16,110,R,,,03,,,,,,
3286341960112,ART019226,BRIDGESTONE,REIFEN,03.csv,,215,,17,99,H,,,03,,,,,,
3286341960518,ART039722,BRIDGESTONE,REIFEN,03.csv,,215,,18,95,T,,,03,,,,,,
3286342045115,ART042151,BRIDGESTONE,REIFEN,03.csv,,225,,17,106,V,,,03,,,,,,
3286342045719,ART042163,BRIDGESTONE,REIFEN,03.csv,,245,,17,111,V,,,03,,,,,,
3286342046013,ART042174,BRIDGESTONE,REIFEN,03.csv,,265,,17,116,V,,,03,,,,,,
3286342046211,ART042149,BRIDGESTONE,REIFEN,03.csv,,225,,18,104,V,,,03,,,,,,
3286342047010,ART042173,BRIDGESTONE,REIFEN,03.csv,,265,,18,114,V,,,03,,,,,,
3286342047317,ART042156,BRIDGESTONE,REIFEN,03.csv,,235,,19,105,W,,,03,,,,,,
3286342051710,ART041206,BRIDGESTONE,REIFEN,03.csv,,215,,16,98,H,,,03,,,,,,
3286342051918,ART041208,BRIDGESTONE,REIFEN,03.csv,,215,,16,102,V,,,03,,,,,,
3286342052113,ART041209,BRIDGESTONE,REIFEN,03.csv,,235,,16,104,H,,,03,,,,,,
3286342052618,ART040076,BRIDGESTONE,REIFEN,03.csv,,205,,17,88,W,,,03,,,,,,
3286342052816,ART040078,BRIDGESTONE,REIFEN,03.csv,,215,,17,100,H,,,03,,,,,,
3286342053813,ART027674,BRIDGESTONE,REIFEN,03.csv,,245,,17,111,H,,,03,,,,,,
3286342053912,ART027675,BRIDGESTONE,REIFEN,03.csv,,245,,17,95,Y,,,03,,,,,,
3286342054612,ART027676,BRIDGESTONE,REIFEN,03.csv,,215,,18,99,V,,,03,,,,,,
3286342054919,ART027677,BRIDGESTONE,REIFEN,03.csv,,225,,18,98,V,,,03,,,,,,
3286342055015,ART027678,BRIDGESTONE,REIFEN,03.csv,,225,,18,100,V,,,03,,,,,,
3286342055312,ART027679,BRIDGESTONE,REIFEN,03.csv,,235,,18,100,V,,,03,,,,,,
3286342056012,ART027680,BRIDGESTONE,REIFEN,03.csv,,225,,19,99,V,,,03,,,,,,
3286342056418,ART027683,BRIDGESTONE,REIFEN,03.csv,,255,,19,107,Y,,,03,,,,,,
3286342056913,ART027685,BRIDGESTONE,REIFEN,03.csv,,235,,20,100,W,,,03,,,,,,
3286342057415,ART027688,BRIDGESTONE,REIFEN,03.csv,,255,,20,101,W,,,03,,,,,,
3286342058511,ART040102,BRIDGESTONE,REIFEN,03.csv,,255,,21,102,Y,,,03,,,,,,
3286342062419,ART040729,FIRESTONE,REIFEN,03.csv,,225,,17,99,H,,,03,,,,,,
3286342062617,ART040730,FIRESTONE,REIFEN,03.csv,,235,,17,103,Y,,,03,,,,,,
3286342066011,ART040717,FIRESTONE,REIFEN,03.csv,,225,,19,99,V,,,03,,,,,,
3286342068510,ART021254,BRIDGESTONE,REIFEN,03.csv,,235,,19,105,Y,,,03,,,,,,
3286342068718,ART039839,BRIDGESTONE,REIFEN,03.csv,,265,,19,110,Y,,,03,,,,,,
3286342076713,ART019535,BRIDGESTONE,REIFEN,03.csv,,235,,17,117,R,,,03,,,,,,
3286342077017,ART019537,BRIDGESTONE,REIFEN,03.csv,,215,,15,104,T,,,03,,,,,,
3286342077116,ART019538,BRIDGESTONE,REIFEN,03.csv,,215,,15,109,S,,,03,,,,,,
3286342077215,ART019539,BRIDGESTONE,REIFEN,03.csv,,225,,15,112,S,,,03,,,,,,
3286342078212,ART019545,BRIDGESTONE,REIFEN,03.csv,,215,,16,103,T,,,03,,,,,,
3286342078915,ART019547,BRIDGESTONE,REIFEN,03.csv,,215,,17,109,T,,,03,,,,,,
3286342079219,ART055349,BRIDGESTONE,REIFEN,03.csv,,215,,17,109,T,,,03,,,,,,
3286342079516,ART055358,BRIDGESTONE,REIFEN,03.csv,,205,,16,110,R,,,03,,,,,,
3286342084718,ART031302,FIRESTONE,REIFEN,03.csv,,195,,16,104,T,,,03,,,,,,
3286342084817,ART031303,FIRESTONE,REIFEN,03.csv,,195,,16,107,R,,,03,,,,,,
3286342084916,ART031304,FIRESTONE,REIFEN,03.csv,,205,,16,110,R,,,03,,,,,,
3286342085012,ART031305,FIRESTONE,REIFEN,03.csv,,205,,16,107,T,,,03,,,,,,
3286342085319,ART031308,FIRESTONE,REIFEN,03.csv,,215,,16,116,R,,,03,,,,,,
3286342085418,ART031309,FIRESTONE,REIFEN,03.csv,,215,,16,109,T,,,03,,,,,,
3286342085814,ART031312,FIRESTONE,REIFEN,03.csv,,225,,16,112,R,,,03,,,,,,
3286342088112,ART040107,BRIDGESTONE,REIFEN,03.csv,,195,,15,104,S,,,03,,,,,,
3286342091518,ART042291,BRIDGESTONE,REIFEN,03.csv,,225,,15,112,R,,,03,,,,,,
3286342092218,ART041205,BRIDGESTONE,REIFEN,03.csv,,205,,16,107,T,,,03,,,,,,
3286342119717,ART042312,BRIDGESTONE,REIFEN,03.csv,,215,,17,95,V,,,03,,,,,,
3286342120010,ART042324,BRIDGESTONE,REIFEN,03.csv,,225,,17,94,V,,,03,,,,,,
3286342121611,ART042321,BRIDGESTONE,REIFEN,03.csv,,225,,18,92,V,,,03,,,,,,
3286342121819,ART042328,BRIDGESTONE,REIFEN,03.csv,,225,,18,99,V,,,03,,,,,,
3286342122618,ART042349,BRIDGESTONE,REIFEN,03.csv,,245,,18,104,V,,,03,,,,,,
3286342123110,ART042323,BRIDGESTONE,REIFEN,03.csv,,225,,19,93,W,,,03,,,,,,
3286342123615,ART042344,BRIDGESTONE,REIFEN,03.csv,,245,,19,93,W,,,03,,,,,,
3286342123813,ART042348,BRIDGESTONE,REIFEN,03.csv,,245,,19,102,W,,,03,,,,,,
3286342130019,ART040127,BRIDGESTONE,REIFEN,03.csv,,205,,17,89,V,,,03,,,,,,
3286342130217,ART027691,BRIDGESTONE,REIFEN,03.csv,,205,,17,93,W,,,03,,,,,,
3286342130316,ART027692,BRIDGESTONE,REIFEN,03.csv,,215,,17,98,W,,,03,,,,,,
3286342130415,ART027693,BRIDGESTONE,REIFEN,03.csv,,215,,17,87,W,,,03,,,,,,
3286342130514,ART027694,BRIDGESTONE,REIFEN,03.csv,,215,,17,95,W,,,03,,,,,,
3286342130811,ART040128,BRIDGESTONE,REIFEN,03.csv,,215,,17,91,Y,,,03,,,,,,
3286342131016,ART027695,BRIDGESTONE,REIFEN,03.csv,,225,,17,94,Y,,,03,,,,,,
3286342131115,ART027696,BRIDGESTONE,REIFEN,03.csv,,225,,17,91,Y,,,03,,,,,,
3286342131719,ART027699,BRIDGESTONE,REIFEN,03.csv,,225,,17,98,Y,,,03,,,,,,
3286342147116,ART072839,FIRESTONE,REIFEN,03.csv,,195,,16,87,V,,,03,,,,,,
3286342149615,ART040739,FIRESTONE,REIFEN,03.csv,,205,,17,84,W,,,03,,,,,,
3286342150314,ART040743,FIRESTONE,REIFEN,03.csv,,225,,17,91,Y,,,03,,,,,,
3286342150611,ART040747,FIRESTONE,REIFEN,03.csv,,225,,17,101,W,,,03,,,,,,
3286342152714,ART021259,BRIDGESTONE,REIFEN,03.csv,,245,,19,98,Y,,,03,,,,,,
3286342155012,ART021263,BRIDGESTONE,REIFEN,03.csv,,245,,20,95,Y,,,03,,,,,,
3286342155517,ART021264,BRIDGESTONE,REIFEN,03.csv,,255,,20,97,Y,,,03,,,,,,
3286342227610,ART041217,BRIDGESTONE,REIFEN,03.csv,,195,,16,87,V,,,03,,,,,,
3286342227917,ART041220,BRIDGESTONE,REIFEN,03.csv,,205,,16,96,V,,,03,,,,,,
3286342228310,ART041223,BRIDGESTONE,REIFEN,03.csv,,205,,16,91,V,,,03,,,,,,
3286342228518,ART041224,BRIDGESTONE,REIFEN,03.csv,,205,,16,87,W,,,03,,,,,,
3286342228617,ART041225,BRIDGESTONE,REIFEN,03.csv,,205,,16,91,W,,,03,,,,,,
3286342229911,ART041227,BRIDGESTONE,REIFEN,03.csv,,205,,16,92,V,,,03,,,,,,
3286342230214,ART041216,BRIDGESTONE,REIFEN,03.csv,,215,,16,99,V,,,03,,,,,,
3286342235615,ART027701,BRIDGESTONE,REIFEN,03.csv,,245,,17,99,Y,,,03,,,,,,
3286342237510,ART027702,BRIDGESTONE,REIFEN,03.csv,,225,,18,95,Y,,,03,,,,,,
3286342237817,ART027705,BRIDGESTONE,REIFEN,03.csv,,235,,18,97,V,,,03,,,,,,
3286342237916,ART027706,BRIDGESTONE,REIFEN,03.csv,,235,,18,95,Y,,,03,,,,,,
3286342238111,ART027708,BRIDGESTONE,REIFEN,03.csv,,245,,18,97,Y,,,03,,,,,,
3286342238418,ART027709,BRIDGESTONE,REIFEN,03.csv,,245,,18,100,Y,,,03,,,,,,
3286342238517,ART027710,BRIDGESTONE,REIFEN,03.csv,,255,,18,94,Y,,,03,,,,,,
3286342238913,ART027713,BRIDGESTONE,REIFEN,03.csv,,225,,19,88,Y,,,03,,,,,,
3286342239019,ART027714,BRIDGESTONE,REIFEN,03.csv,,225,,19,96,W,,,03,,,,,,
3286342239118,ART040133,BRIDGESTONE,REIFEN,03.csv,,235,,19,91,Y,,,03,,,,,,
3286342239514,ART027718,BRIDGESTONE,REIFEN,03.csv,,245,,19,102,Y,,,03,,,,,,
3286342239712,ART027719,BRIDGESTONE,REIFEN,03.csv,,255,,19,96,Y,,,03,,,,,,
3286342239910,ART027721,BRIDGESTONE,REIFEN,03.csv,,275,,19,105,Y,,,03,,,,,,
3286342245119,ART040756,FIRESTONE,REIFEN,03.csv,,245,,19,98,Y,,,03,,,,,,
3286342245416,ART040757,FIRESTONE,REIFEN,03.csv,,255,,19,100,Y,,,03,,,,,,
3286342247014,ART021268,BRIDGESTONE,REIFEN,03.csv,,215,,17,91,Y,,,03,,,,,,
3286342247519,ART021269,BRIDGESTONE,REIFEN,03.csv,,225,,17,94,Y,,,03,,,,,,
3286342251110,ART021274,BRIDGESTONE,REIFEN,03.csv,,225,,19,93,Y,,,03,,,,,,
3286342295510,ART055350,BRIDGESTONE,REIFEN,03.csv,,225,,15,112,S,,,03,,,,,,
3286342296111,ART055360,BRIDGESTONE,REIFEN,03.csv,,205,,16,113,R,,,03,,,,,,
3286342383910,ART042302,BRIDGESTONE,REIFEN,03.csv,,205,,17,84,V,,,03,,,,,,
3286342384115,ART042314,BRIDGESTONE,REIFEN,03.csv,,215,,19,93,W,,,03,,,,,,
3286342386416,ART075962,FIRESTONE,REIFEN,03.csv,,215,,15,109,S,,,03,,,,,,
3286342387017,ART075963,FIRESTONE,REIFEN,03.csv,,195,,16,107,T,,,03,,,,,,
3286342388212,ART041236,BRIDGESTONE,REIFEN,03.csv,,205,,16,94,V,,,03,,,,,,
3286342388618,ART041238,BRIDGESTONE,REIFEN,03.csv,,225,,17,98,V,,,03,,,,,,
3286342389714,ART040224,BRIDGESTONE,REIFEN,03.csv,,185,,16,87,V,,,03,,,,,,
3286342389813,ART029449,BRIDGESTONE,REIFEN,03.csv,,195,,16,84,H,,,03,,,,,,
3286342389912,ART028772,BRIDGESTONE,REIFEN,03.csv,,195,,16,91,V,,,03,,,,,,
3286342390215,ART028774,BRIDGESTONE,REIFEN,03.csv,,205,,16,94,V,,,03,,,,,,
3286342390413,ART040266,BRIDGESTONE,REIFEN,03.csv,,215,,16,90,V,,,03,,,,,,
3286342390819,ART040269,BRIDGESTONE,REIFEN,03.csv,,215,,16,100,H,,,03,,,,,,
3286342390918,ART040270,BRIDGESTONE,REIFEN,03.csv,,225,,16,99,W,,,03,,,,,,
3286342391113,ART040272,BRIDGESTONE,REIFEN,03.csv,,235,,16,104,V,,,03,,,,,,
3286342391311,ART028778,BRIDGESTONE,REIFEN,03.csv,,205,,17,88,V,,,03,,,,,,
3286342391410,ART040273,BRIDGESTONE,REIFEN,03.csv,,205,,17,93,V,,,03,,,,,,
3286342391519,ART041239,BRIDGESTONE,REIFEN,03.csv,,205,,17,93,W,,,03,,,,,,
3286342391618,ART028779,BRIDGESTONE,REIFEN,03.csv,,205,,17,95,V,,,03,,,,,,
