product_id,manufacturer_article_number,article_description,article_number,manufacturer_code,manufacturer,group ,vehicle_type,e-mark,european,tyre_width,tyre_aspect_ratio,tyre_diameter,tyre_load_index,nett-price,price,stock,EAN,internal_code,photolink,fuel_effeciency,wet_grip,noise_performance,Noise_Class,snow_grip,ice_label,eprel_id,eprel_url,wcat,article_type
355166,190 50ZR 17TBTS22R,190/50 ZR17 TL 73W  BR BATTLAX S22 R,BTS22R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,190,50,17,73W,123.85,258,5,3286341661415,16614,https://www.etyre.net/preview/t3/br-battlax22.jpg,,,,,,,,,1,REIFEN
355167,190 55ZR 17TBTS22R,190/55 ZR17 TL 75W  BR BATTLAX S22 R,BTS22R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,190,55,17,75W,131.91,264,>  20,3286341661514,16615,https://www.etyre.net/preview/t3/br-battlax22.jpg,,,,,,,,,1,REIFEN
355171,120 60ZR 17TBTT31F,120/60 ZR17 TL 55W  BR BATTLAX T31 F,BTT31F,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,120,60,17,55W,73.5,138,11,3286341053814,10538,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355174,150 70ZR 17TBTT31R,150/70 ZR17 TL 69W  BR BATTLAX T31 R,BTT31R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,150,70,17,69W,94.05,175,6,3286341054415,10544,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355175,160 60ZR 17TBTT31R,160/60 ZR17 TL 69W  BR BATTLAX T31 R,BTT31R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,160,60,17,69W,104.35,188,9,3286341054514,10545,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355177,170 60ZR 17TBTT31R,170/60 ZR17 TL 72W  BR BATTLAX T31 R,BTT31R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,170,60,17,72W,100.56,197,4,3286341054811,10548,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355178,170 60ZR 17TBTT31R-GT,170/60 ZR17 TL 72W  BR BATTLAX T31 R-GT,BTT31R-GT,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,170,60,17,72W,101.85,197,5,3286341055610,10556,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355179,180 55ZR 17TBTT31R,180/55 ZR17 TL 73W  BR BATTLAX T31 R,BTT31R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,180,55,17,73W,100.4,199,10,3286341054910,10549,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355180,180 55ZR 17TBTT31-GT,180/55 ZR17 TL 73W  BR BATTLAX T31 R-GT,BTT31-GT,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,180,55,17,73W,107.05,199,>  20,3286341055719,10557,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355181,190 50ZR 17TBTT31R,190/50 ZR17 TL 73W  BR BATTLAX T31 R,BTT31R,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,190,50,17,73W,106.35,209,7,3286341055016,10550,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355185,120 70ZR 18TBTT31F-GT,120/70 ZR18 TL 59W  BR BATTLAX T31 F-GT,BTT31F-GT,BR,BRIDGESTONE,21,MOTORFIETSBANDEN,J,N,120,70,18,59W,87.15,160,5,3286341055511,10555,https://www.etyre.net/preview/t3/br-battlax31.jpg,,,,,,,,,1,REIFEN
355194,120 70ZR 17TTRAILATT3,120/70 ZR17 TL 58W  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,120,70,17,58W,117.95,234,10,4019238813777,244537,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355195,100 90 R 19TTRAILATT3,100/90  -19 TL 57H  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,100,90,19,57H,100.8,190,10,4019238813784,200131,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355196,110 80VR 19TTRAILATT3,110/80 VR19 TL 59V  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,110,80,19,59V,90.5,199,4,4019238812510,244531,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355197,120 70VR 19TTRAILATT3,120/70 VR19 TL 60V  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,120,70,19,60V,100.3,200,>  20,4019238812503,244532,https://www.etyre.net/preview/t3/co-attack3.jpg,,,,,,,,,1,REIFEN
355198,120 70ZR 19TTRAILATT3,120/70 ZR19 TL 60W  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,120,70,19,60W,92.5,205,>  20,4019238813807,244535,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355199,90  90 R 21TRAILATT3,90/90  -21 TT 54S  CO TRAILATTACK 3 F,RAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,90,90,21,54S,77.8,142,10,4019238813760,200132,https://www.etyre.net/preview/t3/co-railatt3.jpg,,,,,,,,,2,REIFEN
355200,90  90 R 21TTRAILATT3,90/90  -21 TL 54V  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,90,90,21,54V,92.6,185,7,4019238812497,240324,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,2,REIFEN
355202,90  90HR 21TTRAILATT3,90/90  -21 TL 54H  CO TRAILATTACK 3 F,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,90,90,21,54H,80.55,147,20,4019238010169,240330,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,2,REIFEN
355203,120 90 R 17TTRAILATT3,120/90  -17 TL 64S  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,120,90,17,64S,83.35,155,4,4019238813753,240325,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355204,130 80 R 17TTRAILATT3,130/80  -17 TT 65S  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,130,80,17,65S,93,172,7,4019238813746,200133,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355206,130 80HR 17TRAILATT3,130/80 HR17 TL 65H  CO TRAILATTACK 3 R,RAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,130,80,17,65H,113.05,225,6,4019238813722,244538,https://www.etyre.net/preview/t3/co-railatt3.jpg,,,,,,,,,1,REIFEN
355207,140 80VR 17TTRAILATT3,140/80 VR17 TL 69V  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,140,80,17,69V,123.2,241,20,4019238813715,244539,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355208,150 70VR 17TTRAILATT3,150/70 VR17 TL 69V  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,150,70,17,69V,116,249,>  20,4019238812480,244533,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355209,160 60ZR 17TTRAILATT3,160/60 ZR17 TL 69W  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,160,60,17,69W,117.1,228,5,4019238813708,244540,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355210,170 60VR 17TTRAILATT3,170/60 VR17 TL 72V  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,170,60,17,72V,119,256,>  20,4019238812473,244534,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355211,170 60ZR 17TTRAILATT3,170/60 ZR17 TL 72W  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,170,60,17,72W,116,263,>  20,4019238813791,244536,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355212,180 55ZR 17TTRAILATT3,180/55 ZR17 TL 73W  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,J,180,55,17,73W,147,313,8,4019238813692,244541,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355214,140 80 R 18TTRAILATT3,140/80  -18 TT 70S  CO TRAILATTACK 3 R,TRAILATT3,CO,CONTINENTAL,21,MOTORFIETSBANDEN,J,N,140,80,18,70S,116.5,222,7,4019238813678,200134,https://www.etyre.net/preview/t3/co-trailatt3.jpg,,,,,,,,,1,REIFEN
355217,205 65 R 16TVEC4CARGO,205/65  R16 TL 107T GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,N,205,65,16,107T,111.3,231,>  20,5452000681218,571861,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,D,C,72,B,J,N,611105,https://eprel.ec.europa.eu/qr/611105,1,REIFEN
355218,235 65 R 16TVEC4CARGO,235/65  R16 TL 115S GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,N,235,65,16,115S,131.15,267.5,>  20,4038526030948,577257,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,C,B,72,B,J,N,530959,https://eprel.ec.europa.eu/qr/530959,2,REIFEN
355221,205 75 R 16TVEC4CARGO,205/75  R16 TL 110R GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,N,205,75,16,110R,107.69,213,>  20,5452000681232,571863,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,C,B,72,B,J,N,611868,https://eprel.ec.europa.eu/qr/611868,2,REIFEN
355222,195 70 R 15TVEC4CARGO,195/70  R15 TL 104S GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,J,195,70,15,104S,83.75,165,>  20,5452000681188,571857,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,D,B,72,B,J,N,610648,https://eprel.ec.europa.eu/qr/610648,1,REIFEN
355223,225 70 R 15TVEC4CARGO,225/70  R15 TL 112R GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,N,225,70,15,112R,122.1,219.5,>  20,5452000681256,571865,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,C,B,73,B,J,N,611059,https://eprel.ec.europa.eu/qr/611059,2,REIFEN
355226,215 65 R 16TVEC4CARGO,215/65  R16 TL 106T GY VEC 4SEASONS CARGO,VEC4CARGO,GY,GOODYEAR,37,ALL-SEASON LIGHT-TRU,J,N,215,65,16,106T,111.1,237.5,>  20,5452000681058,571845,https://www.etyre.net/preview/t3/gy-vec4cargo.jpg,D,C,72,B,J,N,611331,https://eprel.ec.europa.eu/qr/611331,3,REIFEN
355257,225 45VR 18TVECT4SG2RO,225/45 VR18 TL 95V  GY VEC 4SEASONS G2 XL ROF,VECT4SG2RO,GY,GOODYEAR,39,ALL-SEASON RUNFLAT,J,J,225,45,18,95V,130,275,>  20,5452000731920,545669,https://www.etyre.net/preview/t3/gy-vect4sg2ro.jpg,C,C,70,B,J,N,611023,https://eprel.ec.europa.eu/qr/611023,1,REIFEN
355258,165 65TR 15TVECT4SG2RE,165/65 TR15 TL 81T  GY VEC 4SEASONS G2 RE,VECT4SG2RE,GY,GOODYEAR,29,ALL-SEASON PW,J,J,165,65,15,81T,62.13,122.5,>  20,5452000802354,547336,https://www.etyre.net/preview/t3/gy-vect4sg2re.jpg,B,C,68,A,J,N,529997,https://eprel.ec.europa.eu/qr/529997,1,REIFEN
355259,185 60TR 15TVECT4SG2RE,185/60 TR15 TL 84T  GY VEC 4SEASONS G2 RE,VECT4SG2RE,GY,GOODYEAR,29,ALL-SEASON PW,J,J,185,60,15,84T,65.5,132.5,>  20,5452000802361,547337,https://www.etyre.net/preview/t3/gy-vect4sg2re.jpg,B,B,70,B,J,N,529998,https://eprel.ec.europa.eu/qr/529998,1,REIFEN
355261,255 60HR 20TWRANATADVX,255/60 HR20 TL 113H GY WRANG AT ADVENT XL LR,WRANATADVX,GY,GOODYEAR,17,4 X 4,J,J,255,60,20,113H,159.05,297.5,>  20,5452000804457,547504,https://www.etyre.net/preview/t3/gy-wranatadvx.jpg,C,C,72,B,N,N,530025,https://eprel.ec.europa.eu/qr/530025,4,REIFEN
355263,255 65HR 19TWRANATADVX,255/65 HR19 TL 114H GY WRANG AT ADVENT XL LR,WRANATADVX,GY,GOODYEAR,17,4 X 4,J,J,255,65,19,114H,149.4,287.5,>  20,5452000804464,547505,https://www.etyre.net/preview/t3/gy-wranatadvx.jpg,C,C,73,B,N,N,530026,https://eprel.ec.europa.eu/qr/530026,4,REIFEN
355270,285 45HR 22TDISCAT34SX,285/45 HR22 TL 114H CP DISC AT3 4S BSW XL,DISCAT34SX,CP,COOPER,38,ALL-SEASON 4X4/SUV,J,N,285,45,22,114H,241.87,466.5,>  20,29142909835,590422,https://www.etyre.net/preview/t3/cp-discat34s.jpg,D,C,75,B,J,N,1266230,https://eprel.ec.europa.eu/qr/1266230,4,REIFEN
355341,1050  QR 15TEVOLUTMTT,31X1050 R15 TL 109Q CP EVOLUTION MTT OWL POR,EVOLUTMTT,CP,COOPER,17,4 X 4,J,N,1050,0,15,109Q,135.45,247,16,29142896050,590617,https://www.etyre.net/preview/t3/cp-evolutmtt.jpg,,,,,,,,,2,REIFEN
355343,265 60HR 18TDISCATTXL,265/60 HR18 TL 114H CP DISCOVERER ATT XL,DISCATTXL,CP,COOPER,17,4 X 4,J,N,265,60,18,114H,122.45,245,>  20,29142928201,590515,https://www.etyre.net/preview/t3/cp-discatt.jpg,B,C,73,B,N,N,1266381,https://eprel.ec.europa.eu/qr/1266381,2,REIFEN
355349,225 55HR 17TDISCATTXL,225/55 HR17 TL 101H CP DISCOVERER ATT XL,DISCATTXL,CP,COOPER,17,4 X 4,J,N,225,55,17,101H,97.4,197,>  20,29142928423,590531,https://www.etyre.net/preview/t3/cp-discatt.jpg,D,C,72,B,N,N,1266395,https://eprel.ec.europa.eu/qr/1266395,3,REIFEN
355353,215 60HR 17TDISCATTXL,215/60 HR17 TL 100H CP DISCOVERER ATT XL,DISCATTXL,CP,COOPER,17,4 X 4,J,N,215,60,17,100H,94.45,186.5,>  20,29142928294,590528,https://www.etyre.net/preview/t3/cp-discatt.jpg,D,C,72,B,N,N,1266392,https://eprel.ec.europa.eu/qr/1266392,3,REIFEN
355355,215 65HR 16TDISCATTXL,215/65 HR16 TL 102H CP DISCOVERER ATT XL,DISCATTXL,CP,COOPER,17,4 X 4,J,N,215,65,16,102H,83.8,174.5,>  20,29142928447,590535,https://www.etyre.net/preview/t3/cp-discatt.jpg,D,C,72,B,N,N,1266399,https://eprel.ec.europa.eu/qr/1266399,3,REIFEN
355376,185 75 R 16TNANO-VAN,185/75  R16 TL 104S TOYO NANO ENERGY VAN,NANO-VAN,TO,TOYO,16,BESTELWAGEN BANDEN,J,N,185,75,16,104S,57.9,109,>  20,4981910515227,4030700,https://www.etyre.net/preview/t3/to-nano-van.jpg,D,B,70,B,N,N,664874,https://eprel.ec.europa.eu/qr/664874,1,REIFEN
362264,255 40YR 18TT005XLRF*X,255/40 YR18 TL 99Y  BR T005 TURANZA XL RFT *,T005XLRF*X,BR,BRIDGESTONE,25,RUNFLAT BANDEN,J,J,255,40,18,99Y,160.65,324,>  20,3286340982719,9827,https://www.etyre.net/preview/t3/br-tudgt005.jpg,B,B,71,B,N,N,382668,https://eprel.ec.europa.eu/qr/382668,2,REIFEN
362273,205 60HR 16TUGPERG1*RF,205/60 HR16 TL 96H  GY UG PERF G1 XL * ROF,UGPERG1*RF,GY,GOODYEAR,28,RUNFLAT BANDEN M&S,J,J,205,60,16,96H,101.75,196.5,4,5452000724038,544758,https://www.etyre.net/preview/t3/gy-ugperg1rf.jpg,C,C,71,B,J,N,529806,https://eprel.ec.europa.eu/qr/529806,1,REIFEN
362275,255 35YR 19TP-ZERO*XLR,255/35 YR19 TL 96Y  PI P-ZERO(*)XL RFT PZ4 QR,P-ZERO*XLR,PI,PIRELLI,25,RUNFLAT BANDEN,J,J,255,35,19,96Y,147.7,389,>  20,8019227275087,2750800,https://www.etyre.net/preview/t3/pi-p-zeropz4.jpg,B,B,68,A,N,N,595517,https://eprel.ec.europa.eu/qr/595517,2,REIFEN
362276,225 40YR 19TP-ZERO*XLR,225/40 YR19 TL 93Y  PI P-Z * XL RFT PZ4 KS/QR,P-ZERO*XLR,PI,PIRELLI,25,RUNFLAT BANDEN,J,J,225,40,19,93Y,150.95,407,>  20,8019227275094,2750900,https://www.etyre.net/preview/t3/pi-p-zeropz4.jpg,B,B,68,A,N,N,595518,https://eprel.ec.europa.eu/qr/595518,1,REIFEN
362279,225 45YR 18TP7-CNTXL*,225/45 YR18 TL 95Y  PI P7 CINT (*) XL (P7C2),P7-CNTXL*,PI,PIRELLI,11,LUXE BANDEN,J,J,225,45,18,95Y,111.75,295,>  20,8019227314243,3142400,https://www.etyre.net/preview/t3/pi-p7cint.jpg,A,B,70,B,N,N,595906,https://eprel.ec.europa.eu/qr/595906,1,REIFEN
362280,255 40YR 18TP7-CNT*XL,255/40 YR18 TL 99Y  PI P7 CINT (*) XL (P7C2),P7-CNT*XL,PI,PIRELLI,17,4 X 4,J,N,255,40,18,99Y,146.4,389,>  20,8019227314618,3146100,https://www.etyre.net/preview/t3/pi-p7cint.jpg,A,B,71,B,N,N,595913,https://eprel.ec.europa.eu/qr/595913,2,REIFEN
362298,185   VR 15TSPCLASSIC,185    VR15 TL 91V  VR SPRINT CLASSIC,SPCLASSIC,VR,VREDESTEIN,11,LUXE BANDEN,J,J,185,80,15,91V,136.4,236,>  20,8714692354441,AP18580015VSPCA00,https://www.etyre.net/preview/t3/vr-spclassic.jpg,,,,,,,,,1,REIFEN
362539,195 65 R 16TNANO-VAN,195/65  R16 TL 104T TOYO NANO ENERGY VAN,NANO-VAN,TO,TOYO,16,BESTELWAGEN BANDEN,J,N,195,65,16,104T,69.45,112,>  20,4981910516552,4031400,https://www.etyre.net/preview/t3/to-nano-van.jpg,D,B,70,B,N,N,664875,https://eprel.ec.europa.eu/qr/664875,1,REIFEN
362545,295 35WR 21TG057XL,295/35 WR21 TL 107W YOKO GEOLANDAR X-CV G057,G057XL,YO,YOKOHAMA,17,4 X 4,J,N,295,35,21,107W,130.65,309,>  20,4968814962302,R4550,https://www.etyre.net/preview/t3/yo-g057xl.jpg,D,B,74,B,N,N,631689,https://eprel.ec.europa.eu/qr/631689,2,REIFEN
362550,275 40WR 20TG057,275/40 WR20 TL 106W YOKO GEOLANDAR X-CV G057,G057,YO,YOKOHAMA,17,4 X 4,J,N,275,40,20,106W,121.05,260,>  20,4968814962241,R4544,https://www.etyre.net/preview/t3/yo-g057.jpg,D,B,72,B,N,N,631683,https://eprel.ec.europa.eu/qr/631683,2,REIFEN
362675,215 50VR 18TPROXR52,215/50 VR18 TL 92V  TOYO PROXES R52,PROXR52,TO,TOYO,11,LUXE BANDEN,J,N,215,50,18,92V,87.45,159,>  20,4981910506607,3397200,https://www.etyre.net/preview/t3/to-proxr52.jpg,D,C,67,A,N,N,573067,https://eprel.ec.europa.eu/qr/573067,1,REIFEN
362692,285 40VR 21TS-VEASN0XL,285/40 VR21 TL 109V PI SCORP VERDE A/S (N0)XL,S-VEASN0XL,PI,PIRELLI,17,4 X 4,J,J,285,40,21,109V,246.49,658,>  20,8019227260366,2603600,https://www.etyre.net/preview/t3/pi-s-veasn0xl.jpg,B,B,70,A,N,N,595231,https://eprel.ec.europa.eu/qr/595231,2,REIFEN
362693,315 35VR 21TS-VEASN0XL,315/35 VR21 TL 111V PI SCORP VERDE A/S (N0)XL,S-VEASN0XL,PI,PIRELLI,17,4 X 4,J,J,315,35,21,111V,295.85,834,>  20,8019227260373,2603700,https://www.etyre.net/preview/t3/pi-s-veasn0xl.jpg,B,C,70,A,N,N,595232,https://eprel.ec.europa.eu/qr/595232,2,REIFEN
362700,235 55YR 19TPZERO(N1),235/55 YR19 TL 101Y PI PZERO (N1),PZERO(N1),PI,PIRELLI,17,4 X 4,J,J,235,55,19,101Y,130.8,354,>  20,8019227277487,2774800,https://www.etyre.net/preview/t3/pi-pzero.jpg,B,A,69,B,N,N,595569,https://eprel.ec.europa.eu/qr/595569,3,REIFEN
362703,315 30VR 21TP7ASN1NCSX,315/30 VR21 TL 105V PI P7 A/S (N1) XL NCS,P7ASN1NCSX,PI,PIRELLI,17,4 X 4,J,J,315,30,21,105V,308.7,802,10,8019227306491,3064900,https://www.etyre.net/preview/t3/pi-p7asn1ncsx.jpg,C,B,74,B,N,N,595798,https://eprel.ec.europa.eu/qr/595798,2,REIFEN
362719,215 65VR 17TPRIM4MO,215/65 VR17 TL 99V  MI PRIMACY 4 MO,PRIM4MO,MI,MICHELIN,11,LUXE BANDEN,J,J,215,65,17,99V,107.75,173.5,>  20,3528704219919,421991,https://www.etyre.net/preview/t3/mi-primacy4.jpg,B,A,69,B,N,N,410333,https://eprel.ec.europa.eu/qr/410333,3,REIFEN
362832,195 45ZR 17TPS4,195/45 ZR17 TL 81W  MI SPORT 4,PS4,MI,MICHELIN,11,LUXE BANDEN,J,J,195,45,17,81W,110.7,175.5,20,3528703977605,397760,https://www.etyre.net/preview/t3/mi-ps4.jpg,D,A,70,B,N,N,410213,https://eprel.ec.europa.eu/qr/410213,1,REIFEN
362838,225 45WR 19TPS4*XL,225/45 WR19 TL 96W  MI SPORT 4 * XL,PS4*XL,MI,MICHELIN,11,LUXE BANDEN,J,J,225,45,19,96W,154.24,249,>  20,3528706720086,672008,https://www.etyre.net/preview/t3/mi-ps4.jpg,A,B,71,B,N,N,411573,https://eprel.ec.europa.eu/qr/411573,3,REIFEN
362839,225 40YR 18TPS4*XL,225/40 YR18 TL 92Y  MI SPORT 4 * XL,PS4*XL,MI,MICHELIN,11,LUXE BANDEN,J,J,225,40,18,92Y,95.95,157.5,>  20,3528709414487,941448,https://www.etyre.net/preview/t3/mi-ps4.jpg,D,B,71,B,N,N,412890,https://eprel.ec.europa.eu/qr/412890,1,REIFEN
362842,285 40ZR 22TPS4SMO1XL,285/40 ZR22 TL 110Y MI SPORT 4 S MO1 XL,PS4SMO1XL,MI,MICHELIN,11,LUXE BANDEN,J,N,285,40,22,110Y,316.62,505.5,>  20,3528709202756,920275,https://www.etyre.net/preview/t3/mi-ps4s.jpg,C,B,73,B,N,N,412758,https://eprel.ec.europa.eu/qr/412758,4,REIFEN
362843,235 35ZR 19TPS4SMO1XL,235/35 ZR19 TL 91Y  MI SPORT 4 S MO1 XL,PS4SMO1XL,MI,MICHELIN,11,LUXE BANDEN,J,J,235,35,19,91Y,160.91,255.5,>  20,3528700438420,43842,https://www.etyre.net/preview/t3/mi-ps4s.jpg,D,A,71,B,N,N,408448,https://eprel.ec.europa.eu/qr/408448,1,REIFEN
362844,245 35ZR 19TPS4SMO1XL,245/35 ZR19 TL 93Y  MI SPORT 4 S MO1 XL,PS4SMO1XL,MI,MICHELIN,11,LUXE BANDEN,J,J,245,35,19,93Y,182.74,293.5,>  20,3528700154221,15422,https://www.etyre.net/preview/t3/mi-ps4s.jpg,D,A,71,B,N,N,408328,https://eprel.ec.europa.eu/qr/408328,3,REIFEN
362856,285 45YR 20TPS4SUVXL,285/45 YR20 TL 112Y MI SPORT 4 SUV XL,PS4SUVXL,MI,MICHELIN,17,4 X 4,J,J,285,45,20,112Y,215.08,345,>  20,3528708173484,817348,https://www.etyre.net/preview/t3/mi-ps4suv.jpg,C,A,74,B,N,N,412264,https://eprel.ec.europa.eu/qr/412264,2,REIFEN
362866,215 60 R 17TCCAGIL,215/60  R17 TL 109T MI AGILIS CROSSCLIMATE,CCAGIL,MI,MICHELIN,37,ALL-SEASON LIGHT-TRU,J,J,215,60,17,109T,183.19,290.5,>  20,3528708775107,877510,https://www.etyre.net/preview/t3/mi-crosscli.jpg,B,A,73,B,J,N,412572,https://eprel.ec.europa.eu/qr/412572,3,REIFEN
362870,225 55 R 17TCCAGIL109H,225/55  R17 TL 109H MI AGILIS CROSSCLIMATE,CCAGIL109H,MI,MICHELIN,37,ALL-SEASON LIGHT-TRU,J,J,225,55,17,109H,173,276.5,>  20,3528705513610,551361,https://www.etyre.net/preview/t3/mi-crosscli.jpg,C,A,73,B,J,N,410985,https://eprel.ec.europa.eu/qr/410985,3,REIFEN
362872,225 50HR 17TALPIN5ZPXL,225/50 HR17 TL 98H  MI PIL ALPIN 5 XL ZP,ALPIN5ZPXL,MI,MICHELIN,28,RUNFLAT BANDEN M&S,J,J,225,50,17,98H,136.45,224,>  20,3528705248291,524829,https://www.etyre.net/preview/t3/mi-alpin5.jpg,D,B,68,A,J,N,410851,https://eprel.ec.europa.eu/qr/410851,1,REIFEN
362877,315 40ZR 21TPS4SUVMO1X,315/40 ZR21 TL 115Y MI SPORT 4 SUV MO1 XL,PS4SUVMO1X,MI,MICHELIN,17,4 X 4,J,N,315,40,21,115Y,283.4,425.5,>  20,3528700183474,18347,https://www.etyre.net/preview/t3/mi-ps4s.jpg,C,B,73,B,N,N,408341,https://eprel.ec.europa.eu/qr/408341,4,REIFEN
362913,285 40ZR 19TPZERO(MO1),285/40 ZR19 TL 107Y PI P-ZERO (MO1) XL,PZERO(MO1),PI,PIRELLI,11,LUXE BANDEN,J,J,285,40,19,107Y,180.5,544,12,8019227281729,2817200,https://www.etyre.net/preview/t3/pi-pzero.jpg,B,B,69,A,N,N,595672,https://eprel.ec.europa.eu/qr/595672,2,REIFEN
362914,285 45YR 21TP-ZERO(*)R,285/45 YR21 TL 113Y PI P-ZERO (*)RFT PZ4 QR-C,P-ZERO(*)R,PI,PIRELLI,25,RUNFLAT BANDEN,J,N,285,45,21,113Y,290.45,797,>  20,8019227274509,2745000,,B,B,71,A,N,N,581096,https://eprel.ec.europa.eu/qr/581096,4,REIFEN
362948,265 35ZR 19TPS71XL,265/35 ZR19 TL 98Y  KUMHO ECSTA PS71 XL,PS71XL,KU,KUMHO,11,LUXE BANDEN,J,N,265,35,19,98Y,105.8,281.2,>  20,8808956254001,2247663,https://www.etyre.net/preview/t3/ku-ps71xl.jpg,D,A,72,B,N,N,440043,https://eprel.ec.europa.eu/qr/440043,2,REIFEN
362955,265 35ZR 18TPS71XL,265/35 ZR18 TL 97Y  KUMHO ECSTA PS71 XL,PS71XL,KU,KUMHO,11,LUXE BANDEN,J,N,265,35,18,97Y,84.4,212.4,>  20,8808956253844,2247583,https://www.etyre.net/preview/t3/ku-ps71xl.jpg,D,A,72,B,N,N,439966,https://eprel.ec.europa.eu/qr/439966,2,REIFEN
