No header
4019238129052;0574186000;"CONTINEN 14.5  R20  MPT-80   143J TL";CONTINENTAL;11;440.00;M+S;N;N
4019238129069;0574188000;"CONTINEN 14.5  R20  MPT-80   152J TL";CONTINENTAL;18;453.00;M+S;N;N
3528709401951;940195;"MICHELIN-RE   315/70 R22.5 154/150L TL M+S";MICHELIN-RE;8;406.00;M+S;J;N
3528705280079;528007;"*MICHELIN     295/80 R22.5 152/148M TL M+S";MICHELIN;3;572.00;M+S;J;N
3528701032252;103225;"MICHELIN-RE   385/65 R22.5 160J TL M+S";MICHELIN-RE;1;373.00;M+S;J;N
3528708497603;849760;"MICHELIN-RE   295/80 R22.5 152/148M TL M+S";MICHELIN-RE;12;391.00;M+S;J;N
8019227191325;1913200;"PIRELLI       315/80 R22.5 156/150K TL M+S";PIRELLI;20;326.00;M+S;J;N
8019227191332;1913300;"PIRELLI       315/80 R22.5 156/150K TL M+S";PIRELLI;20;340.00;M+S;J;N
8903094028511;15711833;"BKT      AT-621 12.5/70 -16 8 PR TL";BKT;2;213.00;;N;N
4019238518542;0513011000;"CONTINENTAL   315/60 R22.5 154/150L TL 20 PR M+S";CONTINENTAL;20;437.00;M+S;J;N
3188649806935;609432;"DUNLOP 365/80R20MPT SP PG8";DUNLOP;6;488.00;M+S;N;N
8808563414720;3002807;"*HANKOOK      245/70 R19.5 136L TL 14 PR M+S";HANKOOK;1;34.00;M+S;;N
0;0;"KABAT SCHLAUCH 13.6/14.9-26 TR-218A GV";KABAT;2;32.14;;;N
0;0;"KABAT SCHLAUCH 16.9-38 TR-218A GV";KABAT;3;37.31;;;N
0;0;"KABAT SCHLAUCH  18.4-38 TR-218A GV";KABAT;2;38.53;;;N
8605068700132;211016523;"LINGLONG 435/50 R19.5 160J 20PR M+S 3PMSF";LINGLONG;10;258.00;M+S;J;N
8859625701647;CP7220AFF;"CELIMO 295/80 R 22.5 154/149M 18PR";CELIMO;1;34.00;M+S;J;N
8936206923275;B3GEB66Y;"SAMSON 315/80 R 22.5 156/150K";SAMSON;6;234.00;M+S;J;N
8605068702853;;"LINGLONG 385/55 R22.5 160 K (158 L) TL M+S";LINGLONG;6;258.00;M+S;J;N
8605068702846;;"LINGLONG 315/80 R22.5 158/150 L (154/150 M)";LINGLONG;19;270.00;M+S;J;N
8605068701412;;"LINGLONG 315/70 R22.5 156/150 L (154/150 M)";LINGLONG;12;255.00;M+S;J;N
8605068701429;;"LINGLONG 315/70 R22.5 154/150 L (152/148 M)";LINGLONG;9;241.00;M+S;J;N
6959956797677;;"CROSSWIND 385/55 R 22.5 160 K (158L)";CROSSWIND;8;245.00;M+S;J;N
6974108277166;;"EVERGREEN 235/75 R 17.5 132/130 M (143/141 L) 18PR";EVERGREEN;20;139.00;M+S;J;N
8605068710636;;"LEAO 315/70 R 22.5 156/150 L (154/150 M) 18PR";LEAO;8;262.00;M+S;J;N
8605068702860;;"LINGLONG 385/65 R 22.5 164 K (158 L)";LINGLONG;10;278.00;M+S;J;N
8903635000440;15212359;"ALLIANCE 13.0/65 - 18  320 TL";ALLIANCE;1;159.00;;N;N
7291050008204;15212721;"ALLIANCE 600/55 - 26.5  328 TL";ALLIANCE;2;736.00;;N;N
7291050042178;15212820;"ALLIANCE 700/50 - 26.5  331 TL";ALLIANCE;1;1261.00;;N;N
8019227215120;2151200;"PIRELLI       315/70 R22.5 154/150L TL M+S";PIRELLI;11;416.00;M+S;J;N
8019227215106;2151000;"PIRELLI       315/80 R22.5 156/150L TL M+S";PIRELLI;7;398.00;M+S;J;N
3528703654209;365420;"MICHELIN      245/70 R17.5 143/141J TL VB";MICHELIN;8;305.00;;N;N
3528704660766;466076;"MICHELIN      235/75 R17.5 143/141J TL VB";MICHELIN;4;306.00;;N;N
8714692276859;LB48702840DTPLA00;"*VREDEST.  480/70R28   TL 140D";VREDESTEIN;2;616.00;;N;N
6419440750309;T675030;"NOKIAN        315/80 R22.5 154/150M TL M+S";NOKIAN;13;373.00;M+S;J;N
3528703050414;305041;"MICHELIN      265/70 R19.5 143/141J TL VB";MICHELIN;8;361.00;;N;N
5452000659033;567354;"GOODYEAR      295/80 R22.5 154/149M TL 18 PR M+S";GOODYEAR;4;406.00;M+S;J;N
5452000659057;567356;"GOODYEAR      315/80 R22.5 156/150L TL 18 PR M+S";GOODYEAR;4;427.00;M+S;J;N
4019238630770;0523031000;"CONTINENTAL   275/70 R22.5 148/145M TL 16 PR M+S";CONTINENTAL;4;369.00;M+S;J;N
4019238630978;0523032000;"CONTINENTAL   315/60 R22.5 152/148L TL 20 PR M+S";CONTINENTAL;12;463.00;M+S;J;N
4019238630961;0523033000;"CONTINENTAL   295/60 R22.5 150/147L TL 18 PR M+S";CONTINENTAL;12;437.00;M+S;J;N
4019238630794;0535019000;"CONTINENTAL   445/65 R22.5 169K TL 20 PR M+S";CONTINENTAL;4;618.00;M+S;N;N
5452000437839;567750;"GOODYEAR      275/70 R22.5 148/145J TL 16 PR M+S";GOODYEAR;4;378.00;M+S;J;N
5452000453730;568221;"GOODYEAR      275/70 R22.5 148/145J TL 16 PR M+S";GOODYEAR;5;363.00;M+S;J;N
5452000453860;568245;"GOODYEAR      275/70 R22.5 148/145J TL 16 PR M+S";GOODYEAR;2;383.00;M+S;J;N
5452000454041;568263;"GOODYEAR      355/50 R22.5 154K TL 18 PR M+S";GOODYEAR;4;481.00;M+S;J;N
8019227239157;2391500;"PIRELLI       13 R22.5 156/150K TL M+S";PIRELLI;6;353.00;M+S;J;N
3528702005330;200533;"MICHELIN      235/75 R17.5 132/130M TL VG M+S";MICHELIN;13;327.00;M+S;J;N
3528701096681;109668;"*MICHELIN     13 R22.5 154/150K TL 18 PR M+S";MICHELIN;6;795.00;M+S;N;N
8714692292040;LB160034398FSTA00;"VREDEST. 16.9 - 34   TT   139 A8   FAKTOR-S";VREDESTEIN;2;399.00;;N;N
4024063630321;0535024000;"BARUM         385/65 R22.5 160K TL 16 PR M+S";BARUM;2;376.00;M+S;N;N
8714692285431;II013016TR01501SB;"VREDESTEIN 13.0/75-16 TR15";VREDESTEIN;3;46.03;;;N
5452000539120;568822;"FULDA         315/80 R22.5 156/150K TL 18 PR M+S";FULDA;2;400.00;M+S;J;N
8808563333410;3001882;"HANKOOK       315/70 R22.5 154/150L TL 18 PR M+S";HANKOOK;20;346.00;M+S;J;N
8808563355009;3002185;"HANKOOK       265/70 R19.5 143/141J TL 18 PR M+S";HANKOOK;9;250.00;M+S;J;N
8808563354811;3002179;"HANKOOK       275/70 R22.5 148/145K TL 16 PR M+S";HANKOOK;8;328.00;M+S;J;N
8808563356990;3002200;"HANKOOK       315/80 R22.5 156/150L TL 18 PR M+S";HANKOOK;7;411.00;M+S;J;N
8808563339139;3001930;"HANKOOK       385/55 R22.5 160K TL 18 PR M+S";HANKOOK;20;450.00;M+S;J;N
4019238547832;0521025000;"CONTINENTAL   315/45 R22.5 147/145L TL 16 PR M+S";CONTINENTAL;10;491.00;M+S;J;N
4019238540826;0513016000;"CONTINENTAL   265/70 R19.5 140/138M TL 16 PR M+S";CONTINENTAL;10;288.00;M+S;J;N
4019238560060;0513021000;"CONTINENTAL   265/70 R19.5 140/138M TL 16 PR M+S";CONTINENTAL;9;281.00;M+S;J;N
4019238560015;0532041000;"CONTINENTAL   285/70 R19.5 150/148K TL 18 PR M+S";CONTINENTAL;8;309.00;M+S;J;N
4019238540192;0423000000;"CONTINENTAL   215/75 R17.5 126/124M TL 12 PR M+S";CONTINENTAL;20;190.00;M+S;J;N
4019238540383;0423001000;"CONTINENTAL   235/75 R17.5 132/130M TL 12 PR M+S";CONTINENTAL;6;260.00;M+S;J;N
4019238540321;0413002000;"CONTINENTAL   235/75 R17.5 132/130M TL 12 PR M+S";CONTINENTAL;20;251.00;M+S;J;N
4019238540338;0413003000;"CONTINENTAL   215/75 R17.5 126/124M TL 12 PR M+S";CONTINENTAL;2;194.00;M+S;J;N
3528701161112;116111;"*MICHELIN     8.5 R17.5 121/120L TL";MICHELIN;1;34.00;;N;N
5452000541642;568972;"DUNLOP        275/70 R22.5 150/145J TL 16 PR M+S";DUNLOP;1;373.00;M+S;J;N
4019238560008;0522087000;"CONTINENTAL   305/70 R19.5 148/145M TL 18 PR M+S";CONTINENTAL;20;359.00;M+S;J;N
4019238560046;0522088000;"CONTINENTAL   285/70 R19.5 146/144M TL 16 PR M+S";CONTINENTAL;11;304.00;M+S;J;N
4019238560107;0522090000;"CONTINENTAL   245/70 R19.5 136/134M TL 16 PR M+S";CONTINENTAL;4;239.00;M+S;J;N
4019238540307;0533002000;"CONTINENTAL   235/75 R17.5 143/141K TL 16 PR M+S";CONTINENTAL;4;258.00;M+S;J;N
4019238540345;0533003000;"CONTINENTAL   245/70 R17.5 143/141L TL 16 PR M+S";CONTINENTAL;4;300.00;M+S;J;N
8808563336978;3001906;"HANKOOK       13 R22.5 156/150K TL 18 PR M+S";HANKOOK;1;408.00;M+S;J;N
8808563375380;3002380;"*HANKOOK      385/55 R22.5 160K TL 18 PR";HANKOOK;20;400.00;;N;N
3528703634508;363450;"MICHELIN      295/80 R22.5 152/149K TL VM 18 PR";MICHELIN;2;555.00;M+S;N;N
8808563375427;3002384;"HANKOOK       315/70 R22.5 156/150L TL 20 PR M+S";HANKOOK;20;332.00;M+S;J;N
5452000662385;567431;"*GOODYEAR     295/60 R22.5 150/149K TL 16 PR M+S";GOODYEAR;1;337.00;M+S;J;N
8019227233193;2331900;"FORMULA       315/80 R22.5 156/150L TL M+S";FORMULA;1;225.00;M+S;J;N
8019227234312;2343100;"FORMULA       315/70 R22.5 154/150L TL M+S";FORMULA;1;225.00;M+S;J;N
3528707787019;778701;"MICHELIN      285/70 R19.5 146/144L TL VG M+S";MICHELIN;8;403.00;M+S;J;N
3528701835532;183553;"MICHELIN      275/70 R22.5 148/145L TL 18 PR";MICHELIN;4;487.00;;N;N
8714692309915;LB71502670DFTLA00;"VREDEST. 710/50R26.5 TL 170D FL TR";VREDESTEIN;1;1292.24;;N;N
5452000450562;568092;"GOODYEAR      315/80 R22.5 156/150L TL 18 PR M+S";GOODYEAR;4;423.00;M+S;J;N
5452000539878;568867;"GOODYEAR      315/70 R22.5 156/150L TL 18 PR M+S";GOODYEAR;2;416.00;M+S;J;N
5452000450548;568090;"GOODYEAR      315/80 R22.5 156/150L TL 18 PR M+S";GOODYEAR;5;437.00;M+S;J;N
5452000577597;570286;"GOODYEAR      385/55 R22.5 160K TL 20 PR M+S";GOODYEAR;2;429.00;M+S;J;N
8019227264784;2647800;"PIRELLI       295/80 R22.5 152/148M TL M+S";PIRELLI;4;418.00;M+S;J;N
8019227265989;2659800;"PIRELLI       315/80 R22.5 156/150L TL M+S";PIRELLI;7;401.00;M+S;J;N
8019227266009;2660000;"PIRELLI       385/65 R22.5 158L TL M+S";PIRELLI;8;407.00;M+S;J;N
8019227265996;2659900;"PIRELLI       385/55 R22.5 158L TL M+S";PIRELLI;5;403.00;M+S;J;N
4024067732540;0522196000;"SEMPERIT      315/80 R22.5 156/150L TL 20 PR M+S";SEMPERIT;11;363.00;M+S;J;N
3528702901281;290128;"MICHELIN      265/70 R17.5 140/138M TL M+S";MICHELIN;4;399.00;M+S;J;N
6419440123950;T675031;"NOKIAN        295/80 R22.5 152/148M TL M+S";NOKIAN;4;366.00;M+S;J;N
6419440169521;T675035;"NOKIAN        315/80 R22.5 154/150M TL M+S";NOKIAN;12;353.00;M+S;J;N
6419440169583;T675036;"NOKIAN        315/70 R22.5 152/148M TL M+S";NOKIAN;12;342.00;M+S;J;N
3528701836379;183637;"MICHELIN      265/70 R17.5 140/138M TL M+S";MICHELIN;10;400.00;M+S;J;N
5452000584649;570850;"GOODYEAR      9.5 R17.5 143/141J TL 18 PR M+S";GOODYEAR;4;293.00;M+S;N;N
4024067768518;0522200000;"SEMPERIT      315/70 R22.5 154/150L TL 20 PR M+S";SEMPERIT;20;361.00;M+S;J;N
3286340869010;8690;"BRIDGESTONE   13 R22.5 156/150K TL M+S";BRIDGESTONE;4;441.00;M+S;J;N
3286340869218;8692;"BRIDGESTONE   315/80 R22.5 156/150K TL M+S";BRIDGESTONE;5;416.00;M+S;J;N
4050496733698;0532082000;"*MATADOR      385/65 R22.5 160K TL 20 PR M+S";MATADOR;2;377.00;M+S;N;N
4050496753061;0521129000;"MATADOR       295/60 R22.5 150/147L TL 18 PR M+S";MATADOR;1;333.00;M+S;J;N
3528704792610;479261;"MICHELIN-RE   385/65 R22.5 160K TL VG M+S";MICHELIN-RE;2;366.00;M+S;J;N
3528704954445;495444;"MICHELIN      315/70 R22.5 154/150L TL VB M+S";MICHELIN;9;566.00;M+S;J;N
3528709093378;909337;"MICHELIN      315/80 R22.5 156/150K TL VG M+S";MICHELIN;1;560.00;M+S;J;N
4024063753051;0521130000;"BARUM         295/60 R22.5 150/147L TL 18 PR M+S";BARUM;4;363.00;M+S;J;N
4024063768581;05320730000;"*BARUM        385/55 R22.5 160K TL 20 PR M+S";BARUM;6;350.00;M+S;N;N
4024063733701;05320810000;"*BARUM        385/65 R22.5 160K TL 20 PR M+S";BARUM;4;395.00;M+S;N;N
4024063749498;05310450000;"*BARUM        445/45 R19.5 160J TL 22 PR M+S";BARUM;7;501.00;M+S;N;N
5452000539830;568863;"GOODYEAR      295/80 R22.5 154/149L TL 18 PR M+S";GOODYEAR;10;397.00;M+S;J;N
5452000539960;568875;"GOODYEAR      295/80 R22.5 152/148M TL 16 PR M+S";GOODYEAR;4;402.00;M+S;J;N
4024067768556;0522206000;"SEMPERIT      295/80 R22.5 152/148M TL 16 PR M+S";SEMPERIT;4;364.00;M+S;J;N
4024067768594;0532078000;"*SEMPERIT     385/65 R22.5 160K TL 20 PR M+S";SEMPERIT;9;392.00;M+S;N;N
4024063752429;05320890000;"*BARUM        285/70 R19.5 150/148K TL 18 PR M+S";BARUM;10;323.00;M+S;N;N
5452000424907;568911;"DUNLOP        315/60 R22.5 152/148L TL 16 PR M+S";DUNLOP;4;385.00;M+S;J;N
5452000541000;568913;"DUNLOP        315/70 R22.5 154/150L TL 18 PR M+S";DUNLOP;6;369.00;M+S;J;N
5452000674029;571543;"*GOODYEAR     315/60 R22.5 154/148L TL 16 PR M+S";GOODYEAR;5;505.00;M+S;N;N
5452000673756;571507;"*GOODYEAR     435/50 R19.5 160J TL 20 PR M+S";GOODYEAR;15;384.00;M+S;N;N
5452000673824;571494;"*GOODYEAR     385/55 R22.5 160K TL 20 PR M+S";GOODYEAR;6;350.00;M+S;N;N
5452000539946;568873;"GOODYEAR      295/60 R22.5 150/147K TL 16 PR M+S";GOODYEAR;4;408.00;M+S;J;N
5452000539984;568877;"GOODYEAR      315/60 R22.5 152/148L TL 16 PR M+S";GOODYEAR;16;470.00;M+S;J;N
5452000539816;568860;"GOODYEAR      295/60 R22.5 150/147K TL 16 PR M+S";GOODYEAR;2;408.00;M+S;J;N
5452000539854;568865;"GOODYEAR      315/60 R22.5 154/148L TL 16 PR M+S";GOODYEAR;4;434.00;M+S;J;N
3528703146742;314674;"*MICHELIN     315/60 R22.5 154/148L TL M+S";MICHELIN;1;587.00;M+S;J;N
3528707662217;766221;"MICHELIN      205/75 R17.5 124/122M TL VG M+S";MICHELIN;18;224.00;M+S;J;N
3528703014713;301471;"MICHELIN-RE   385/65 R22.5 160K TL";MICHELIN-RE;20;378.00;;N;N
3528709281966;928196;"MICHELIN      355/50 R22.5 156K TL VB M+S";MICHELIN;2;633.00;M+S;J;N
3528702837672;283767;"MICHELIN      445/45 R19.5 160K TL VB";MICHELIN;7;538.00;;N;N
8019227258202;2582000;"PIRELLI       295/80 R22.5 154/149M TL M+S";PIRELLI;1;365.00;M+S;J;N
8019227258219;2582100;"PIRELLI       295/80 R22.5 152/148M TL M+S";PIRELLI;4;361.00;M+S;J;N
8019227258240;2582400;"PIRELLI       315/70 R22.5 156/150L TL M+S";PIRELLI;1;346.00;M+S;J;N
8019227258288;2582800;"PIRELLI       315/80 R22.5 156/150L TL M+S";PIRELLI;15;348.00;M+S;J;N
4019238659962;0525078000;"CONTINENTAL   315/80 R22.5 156/150K TL 20 PR M+S";CONTINENTAL;16;422.00;M+S;J;N
4019238662450;0515327000;"CONTINENTAL   13 R22.5 156/150K TL 18 PR M+S";CONTINENTAL;10;415.00;M+S;J;N
4024063749733;05251190000;"*BARUM        13 R22.5 156/150K TL 18 PR M+S";BARUM;7;421.00;M+S;J;N
8019227258257;2582500;"PIRELLI       315/70 R22.5 154/150L TL M+S";PIRELLI;20;398.00;M+S;J;N
8903635011095;15216225;"ALLIANCE IMP-REIFEN 560 / 60 R 22.5";ALLIANCE;1;699.00;;N;N
3528701786162;178616;"*MICHELIN     265/70 R19.5 143/141J TL VG M+S";MICHELIN;12;369.00;M+S;N;N
4024067819999;0522284000;"SEMPERIT      295/60 R22.5 150/147L TL 18 PR M+S";SEMPERIT;4;349.00;M+S;J;N
4024067820001;0522285000;"SEMPERIT      315/60 R22.5 152/148L TL 20 PR M+S";SEMPERIT;8;376.00;M+S;J;N
8808563399966;3002635;"HANKOOK       265/70 R19.5 140/138M TL 14 PR M+S";HANKOOK;20;228.00;M+S;J;N
8808563380568;3002453;"HANKOOK       295/60 R22.5 150/147K TL 16 PR M+S";HANKOOK;1;374.00;M+S;J;N
8019227280074;2800700;"*PIRELLI      245/70 R19.5 136/134M TL M+S";PIRELLI;1;258.00;M+S;J;N
8019227285604;2856000;"PIRELLI       385/65 R22.5 160K TL M+S";PIRELLI;20;290.00;M+S;J;N
8019227286618;2866100;"PIRELLI       385/55 R22.5 160K TL M+S M+S";PIRELLI;8;350.00;M+S;J;N
8019227280494;2804900;"FORMULA       315/80 R22.5 156/150K TL M+S";FORMULA;20;220.00;M+S;J;N
8019227260571;2605700;"FORMULA       13 R22.5 156/150K TL M+S";FORMULA;20;233.00;M+S;J;N
4050496750237;0525120000;"MATADOR       13 R22.5 156/150K TL 18 PR M+S";MATADOR;4;397.00;M+S;J;N
4050496750206;0525116000;"MATADOR       315/80 R22.5 156/150K TL 20 PR M+S";MATADOR;1;394.00;M+S;J;N
8808563397481;3002585;"HANKOOK       385/65 R22.5 160K TL 20 PR M+S";HANKOOK;1;420.00;M+S;J;N
8808563391106;3002543;"HANKOOK       295/80 R22.5 154/149M TL 16 PR M+S";HANKOOK;20;386.00;M+S;J;N
8808563377773;3002429;"HANKOOK       295/80 R22.5 152/148L TL 16 PR M+S";HANKOOK;4;363.00;M+S;J;N
8808563357874;3002204;"HANKOOK       315/70 R22.5 154/150L TL 18 PR M+S";HANKOOK;20;400.00;M+S;J;N
8808563377780;3002430;"HANKOOK       315/80 R22.5 156/150L TL 18 PR M+S";HANKOOK;17;410.00;M+S;J;N
8808563406862;3002730;"HANKOOK       385/65 R22.5 160K TL 20 PR M+S";HANKOOK;4;396.00;M+S;J;N
8808563386409;3002504;"HANKOOK       385/65 R22.5 164K TL 24 PR M+S";HANKOOK;5;402.00;M+S;J;N
8808563397436;3002580;"HANKOOK       205/75 R17.5 124/122M TL 12 PR M+S";HANKOOK;13;181.00;M+S;J;N
8808563401317;3002657;"HANKOOK       9.5 R17.5 129/127L TL 16 PR M+S";HANKOOK;17;205.00;M+S;J;N
8808563380575;3002454;"HANKOOK       315/60 R22.5 152/148L TL 16 PR M+S";HANKOOK;20;347.00;M+S;J;N
8808563404783;3002692;"HANKOOK       225/75 R17.5 129/127M TL 12 PR M+S";HANKOOK;4;189.00;M+S;J;N
8808563404806;3002694;"HANKOOK       245/70 R17.5 136/134M TL 14 PR M+S";HANKOOK;12;230.00;M+S;J;N
8808563405797;3002699;"HANKOOK       245/70 R19.5 136/134M TL 14 PR M+S";HANKOOK;4;244.00;M+S;J;N
8808563405810;3002701;"HANKOOK       285/70 R19.5 146/144M TL 16 PR M+S";HANKOOK;13;283.00;M+S;J;N
8808563391717;3002555;"HANKOOK       11 R22.5 148/145K TL 16 PR M+S";HANKOOK;4;324.00;M+S;J;N
8808563389912;3002528;"HANKOOK       13 R22.5 156/150K TL 18 PR M+S";HANKOOK;6;387.00;M+S;J;N
8808563397498;3002586;"HANKOOK       385/65 R22.5 160K TL 20 PR M+S";HANKOOK;6;380.00;M+S;J;N
3528709536806;953680;"MICHELIN      265/70 R19.5 140/138M TL VG 14 PR";MICHELIN;9;349.00;M+S;J;N
3528708898998;889899;"MICHELIN      315/70 R22.5 154/150L TL M+S";MICHELIN;20;519.00;M+S;J;N
3528705078539;507853;"MICHELIN      275/80 R22.5 149/146L TL 16 PR";MICHELIN;4;578.00;;N;N
3528709882293;988229;"MICHELIN      385/55 R22.5 160K TL M+S";MICHELIN;20;535.00;M+S;J;N
3528707198143;719814;"MICHELIN      315/70 R22.5 156/150L TL M+S";MICHELIN;10;513.00;M+S;J;N
3528704837397;483739;"MICHELIN      385/55 R22.5 160K TL 20 PR M+S";MICHELIN;20;601.00;M+S;J;N
8718858213450;B29560225BKYL80601;"BARKLEY       295/60 R22.5 150L TL 16 PR M+S";BARKLEY;1;173.00;M+S;J;N
8718858213498;B31560225BKYM80601;"BARKLEY       315/60 R22.5 152M TL 16 PR M+S";BARKLEY;19;196.00;M+S;J;N
8718858213511;B31570225BKYM80601;"BARKLEY       315/70 R22.5 154/152L TL 16 PR M+S";BARKLEY;3;208.00;M+S;J;N
5452000679727;571706;"GOODYEAR      275/70 R22.5 148/145M TL 16 PR M+S";GOODYEAR;9;375.00;M+S;J;N
5452000679918;571721;"GOODYEAR      305/70 R22.5 153/150L TL 18 PR M+S";GOODYEAR;4;390.00;M+S;J;N
5452000679604;571711;"GOODYEAR      275/70 R22.5 148/145M TL 16 PR M+S";GOODYEAR;2;349.00;M+S;J;N
4251438400283;R7028380;"ZKA 380/70 R28 AGR10";ZKA;1;318.00;;;N
4251438402157;4397;"ZKA 12.5/80-15.3 16PR TL KNK56";ZKA;1;111.94;;;N
4019238000382;0525147000;"CONTINENTAL   315/80 R22.5 156/150K TL 18 PR M+S";CONTINENTAL;11;419.00;M+S;J;N
8808563397474;3002584;"HANKOOK       245/70 R17.5 136/134M TL 14 PR M+S";HANKOOK;8;233.00;M+S;J;N
8808563399942;3002633;"HANKOOK       285/70 R19.5 146/144M TL 16 PR M+S";HANKOOK;1;281.00;M+S;J;N
8808563405803;3002700;"HANKOOK       265/70 R19.5 140/138M TL 14 PR M+S";HANKOOK;20;243.00;M+S;J;N
8808563403137;3002672;"HANKOOK       295/55 R22.5 147/145K TL 16 PR M+S";HANKOOK;20;480.00;M+S;J;N
8808563424781;3002953;"HANKOOK       445/45 R19.5 160J TL 22 PR M+S";HANKOOK;4;483.00;M+S;J;N
3286341037012;10370;"BRIDGESTONE   215/75 R17.5 126/124M TL M+S";BRIDGESTONE;2;196.00;M+S;J;N
3286341037814;10378;"BRIDGESTONE   215/75 R17.5 128/126M TL 12 PR M+S";BRIDGESTONE;1;180.00;M+S;J;N
5452000730305;572647;"GOODYEAR      9.5 R17.5 129/127M TL 14 PR M+S";GOODYEAR;2;287.00;M+S;J;N
6419440244082;T675215;"NOKIAN        275/70 R22.5 148/145L TL M+S";NOKIAN;6;314.00;M+S;J;N
6419440245645;T675218;"NOKIAN        275/70 R22.5 150/148J TL M+S";NOKIAN;20;323.00;M+S;J;N
6419440258058;T675041;"NOKIAN        295/80 R22.5 154/149M TL M+S";NOKIAN;6;364.00;M+S;J;N
6419440258041;T675040;"NOKIAN        315/70 R22.5 156/150L TL M+S";NOKIAN;6;361.00;M+S;J;N
6419440235035;T675039;"NOKIAN        315/80 R22.5 156/150L TL M+S";NOKIAN;16;373.00;M+S;J;N
6419440204444;T675038;"NOKIAN        385/65 R22.5 160/158K TL M+S";NOKIAN;18;422.00;M+S;J;N
6419440269894;T675226;"NOKIAN        295/80 R22.5 152/148M TL M+S";NOKIAN;6;316.00;M+S;J;N
6419440253299;T675223;"NOKIAN        315/70 R22.5 154/150L TL M+S";NOKIAN;18;332.00;M+S;J;N
6419440247779;T675219;"NOKIAN        315/80 R22.5 156/150L TL M+S";NOKIAN;14;329.00;M+S;J;N
3528707167514;716751;"MICHELIN      315/60 R22.5 152/148L TL VG M+S";MICHELIN;4;588.00;M+S;J;N
8019227227208;2272000;"PIRELLI PHP:1H 800/65R32TL 172A8(172B) TL";PIRELLI;2;2542.00;;N;N
8019227269529;2695200;"PIRELLI 650/65R38TL 157DR-1W";PIRELLI;2;1756.00;;N;N
8019227269543;2695400;"PIRELLI 480/70R30TL 147DR-1W";PIRELLI;4;765.00;;N;N
8019227268485;2684800;"PIRELLI 600/70R30TL 158DR-1W";PIRELLI;2;1331.00;;N;N
8019227273458;2734500;"PIRELLI PHP:75 710/75R42 TL 175D TL";PIRELLI;2;3120.00;;N;N
